OA,UV6040001,UV6040002,UV6040003,UV6040004,UV6040005
S00171234,31.0,2.0,7.0,16.0,3.0
S00171235,58.0,5.0,14.0,31.0,4.0
S00171236,29.0,3.0,5.0,18.0,3.0
S00171237,50.0,4.0,10.0,33.0,3.0
S00171238,54.0,4.0,15.0,25.0,10.0
S00171239,76.0,1.0,16.0,41.0,16.0
S00171240,63.0,5.0,8.0,44.0,5.0
S00171241,61.0,3.0,13.0,37.0,12.0
S00171242,58.0,9.0,11.0,33.0,7.0
S00171243,81.0,4.0,23.0,52.0,5.0
S00171244,42.0,2.0,10.0,29.0,3.0
S00171245,83.0,6.0,19.0,47.0,13.0
S00171246,35.0,1.0,12.0,22.0,3.0
S00171247,51.0,10.0,9.0,28.0,4.0
S00171248,32.0,3.0,6.0,22.0,2.0
S00171249,32.0,2.0,9.0,21.0,0.0
S00171250,84.0,10.0,22.0,50.0,5.0
S00171251,76.0,6.0,20.0,45.0,5.0
S00171252,71.0,0.0,16.0,49.0,9.0
S00171253,56.0,3.0,20.0,35.0,1.0
S00171254,40.0,4.0,14.0,26.0,1.0
S00171255,39.0,0.0,11.0,24.0,5.0
S00171256,89.0,7.0,17.0,46.0,14.0
S00171257,48.0,1.0,6.0,35.0,3.0
S00171258,52.0,3.0,14.0,28.0,4.0
S00171259,48.0,2.0,10.0,32.0,4.0
S00171260,56.0,5.0,9.0,34.0,8.0
S00171261,72.0,5.0,19.0,43.0,5.0
S00171262,93.0,10.0,22.0,57.0,7.0
S00171263,37.0,5.0,6.0,22.0,4.0
S00171264,84.0,6.0,22.0,49.0,7.0
S00171265,77.0,11.0,17.0,42.0,4.0
S00171266,80.0,4.0,22.0,38.0,12.0
S00171267,95.0,5.0,22.0,62.0,9.0
S00171268,82.0,9.0,20.0,44.0,9.0
S00171269,48.0,7.0,10.0,29.0,2.0
S00171270,37.0,0.0,13.0,24.0,1.0
S00171271,57.0,2.0,8.0,29.0,11.0
S00171272,48.0,3.0,4.0,34.0,7.0
S00171273,37.0,1.0,7.0,23.0,6.0
S00171274,34.0,0.0,5.0,23.0,6.0
S00171275,60.0,2.0,10.0,40.0,9.0
S00171276,81.0,5.0,13.0,58.0,7.0
S00171277,60.0,2.0,23.0,32.0,3.0
S00171278,53.0,1.0,8.0,36.0,4.0
S00171279,69.0,3.0,10.0,44.0,12.0
S00171280,62.0,3.0,12.0,49.0,1.0
S00171281,70.0,3.0,10.0,50.0,7.0
S00171282,55.0,0.0,12.0,39.0,0.0
S00171283,47.0,3.0,13.0,29.0,5.0
S00171284,40.0,3.0,8.0,29.0,0.0
S00171285,119.0,10.0,21.0,73.0,15.0
S00171286,44.0,4.0,8.0,29.0,6.0
S00171287,95.0,5.0,20.0,68.0,2.0
S00171288,49.0,2.0,6.0,37.0,5.0
S00171289,51.0,4.0,12.0,33.0,1.0
S00171290,72.0,1.0,16.0,47.0,8.0
S00171291,69.0,7.0,12.0,43.0,4.0
S00171292,30.0,4.0,8.0,17.0,1.0
S00171293,53.0,4.0,8.0,30.0,10.0
S00171294,66.0,6.0,11.0,40.0,5.0
S00171295,142.0,8.0,22.0,98.0,14.0
S00171296,52.0,3.0,16.0,35.0,1.0
S00171297,72.0,4.0,19.0,46.0,3.0
S00171298,71.0,4.0,23.0,40.0,4.0
S00171299,56.0,1.0,18.0,31.0,6.0
S00171300,38.0,4.0,5.0,26.0,3.0
S00171301,52.0,3.0,9.0,35.0,5.0
S00171302,47.0,5.0,13.0,26.0,3.0
S00171303,37.0,5.0,8.0,26.0,2.0
S00171304,49.0,5.0,9.0,28.0,7.0
S00171305,51.0,1.0,18.0,27.0,2.0
S00171306,62.0,4.0,20.0,34.0,7.0
S00171307,40.0,2.0,10.0,28.0,0.0
S00171308,126.0,8.0,15.0,84.0,15.0
S00171309,47.0,6.0,11.0,31.0,1.0
S00171310,52.0,3.0,14.0,29.0,4.0
S00171311,66.0,4.0,13.0,41.0,8.0
S00171312,33.0,2.0,9.0,19.0,2.0
S00171313,88.0,7.0,14.0,53.0,14.0
S00171314,71.0,5.0,19.0,43.0,4.0
S00171315,106.0,3.0,17.0,78.0,8.0
S00171316,35.0,2.0,7.0,27.0,4.0
S00171317,63.0,7.0,13.0,39.0,4.0
S00171318,63.0,6.0,14.0,42.0,2.0
S00171319,127.0,5.0,15.0,105.0,6.0
S00171320,42.0,3.0,10.0,24.0,2.0
S00171321,55.0,1.0,14.0,36.0,5.0
S00171322,79.0,5.0,21.0,43.0,8.0
S00171323,65.0,3.0,12.0,43.0,7.0
S00171324,102.0,3.0,26.0,69.0,4.0
S00171325,48.0,7.0,8.0,34.0,2.0
S00171326,56.0,9.0,11.0,29.0,1.0
S00171327,59.0,4.0,8.0,41.0,6.0
S00171328,47.0,1.0,14.0,30.0,4.0
S00171329,54.0,6.0,17.0,28.0,5.0
S00171330,47.0,0.0,7.0,34.0,5.0
S00171331,55.0,4.0,0.0,48.0,7.0
S00171332,51.0,7.0,10.0,35.0,6.0
S00171333,82.0,6.0,9.0,58.0,9.0
S00171334,31.0,3.0,7.0,22.0,1.0
S00171335,41.0,2.0,8.0,29.0,1.0
S00171336,56.0,5.0,9.0,28.0,14.0
S00171337,55.0,0.0,14.0,40.0,5.0
S00171338,95.0,5.0,31.0,51.0,8.0
S00171339,41.0,0.0,16.0,24.0,3.0
S00171340,54.0,0.0,10.0,39.0,3.0
S00171341,63.0,8.0,13.0,35.0,3.0
S00171342,30.0,4.0,5.0,21.0,0.0
S00171343,46.0,4.0,11.0,28.0,1.0
S00171344,66.0,2.0,9.0,51.0,4.0
S00171345,43.0,1.0,10.0,25.0,2.0
S00171346,30.0,0.0,7.0,21.0,1.0
S00171347,77.0,9.0,19.0,45.0,5.0
S00171348,84.0,6.0,18.0,54.0,4.0
S00171349,46.0,3.0,15.0,22.0,6.0
S00171350,63.0,1.0,11.0,46.0,5.0
S00171351,40.0,2.0,8.0,28.0,3.0
S00171352,57.0,5.0,11.0,28.0,13.0
S00171353,35.0,5.0,4.0,19.0,7.0
S00171354,110.0,7.0,22.0,69.0,14.0
S00171355,66.0,3.0,20.0,38.0,5.0
S00171356,55.0,5.0,12.0,31.0,8.0
S00171357,25.0,3.0,2.0,20.0,0.0
S00171358,80.0,7.0,13.0,38.0,22.0
S00171359,91.0,5.0,20.0,44.0,19.0
S00171360,85.0,4.0,27.0,54.0,2.0
S00171361,96.0,3.0,19.0,70.0,9.0
S00171362,84.0,5.0,14.0,60.0,8.0
S00171363,67.0,5.0,17.0,41.0,4.0
S00171364,114.0,4.0,27.0,77.0,9.0
S00171365,65.0,10.0,10.0,37.0,4.0
S00171366,36.0,4.0,9.0,13.0,5.0
S00171367,66.0,9.0,18.0,40.0,2.0
S00171368,40.0,4.0,8.0,25.0,0.0
S00171369,60.0,4.0,12.0,36.0,7.0
S00171370,67.0,3.0,14.0,47.0,6.0
S00171371,92.0,4.0,25.0,57.0,4.0
S00171372,27.0,1.0,3.0,18.0,5.0
S00171373,31.0,1.0,6.0,22.0,3.0
S00171374,40.0,4.0,10.0,21.0,6.0
S00171375,91.0,15.0,17.0,49.0,8.0
S00171376,107.0,5.0,10.0,82.0,12.0
S00171377,31.0,2.0,13.0,15.0,1.0
S00171378,72.0,4.0,20.0,36.0,8.0
S00171379,64.0,4.0,14.0,43.0,3.0
S00171380,72.0,6.0,17.0,39.0,10.0
S00171381,56.0,9.0,8.0,35.0,6.0
S00171382,59.0,6.0,15.0,34.0,4.0
S00171383,78.0,9.0,17.0,47.0,5.0
S00171384,49.0,0.0,8.0,36.0,3.0
S00171385,55.0,5.0,12.0,33.0,5.0
S00171386,74.0,7.0,14.0,52.0,0.0
S00171387,48.0,2.0,11.0,31.0,3.0
S00171388,38.0,5.0,10.0,21.0,2.0
S00171389,36.0,2.0,11.0,19.0,4.0
S00171390,109.0,10.0,17.0,78.0,4.0
S00171391,64.0,4.0,20.0,35.0,3.0
S00171392,43.0,0.0,13.0,26.0,3.0
S00171393,32.0,4.0,10.0,16.0,2.0
S00171394,42.0,2.0,15.0,23.0,2.0
S00171395,86.0,5.0,15.0,56.0,4.0
S00171396,63.0,2.0,2.0,52.0,8.0
S00171397,54.0,3.0,8.0,39.0,5.0
S00171398,55.0,5.0,15.0,35.0,3.0
S00171399,62.0,5.0,9.0,42.0,7.0
S00171400,92.0,4.0,18.0,60.0,11.0
S00171401,35.0,5.0,6.0,25.0,1.0
S00171402,38.0,4.0,12.0,22.0,0.0
S00171403,67.0,9.0,18.0,37.0,3.0
S00171404,49.0,3.0,7.0,34.0,2.0
S00171405,42.0,1.0,7.0,30.0,7.0
S00171406,66.0,5.0,11.0,44.0,6.0
S00171407,58.0,4.0,15.0,35.0,4.0
S00171408,56.0,5.0,18.0,23.0,6.0
S00171409,50.0,1.0,6.0,40.0,4.0
S00171410,30.0,2.0,7.0,19.0,0.0
S00171411,82.0,3.0,9.0,59.0,7.0
S00171412,57.0,5.0,7.0,35.0,10.0
S00171413,62.0,4.0,18.0,37.0,6.0
S00171414,37.0,4.0,8.0,22.0,3.0
S00171415,41.0,3.0,11.0,25.0,0.0
S00171416,68.0,5.0,12.0,43.0,10.0
S00171417,62.0,1.0,11.0,42.0,9.0
S00171418,58.0,1.0,12.0,47.0,0.0
S00171419,68.0,4.0,8.0,45.0,7.0
S00171420,66.0,4.0,15.0,44.0,3.0
S00171421,68.0,6.0,12.0,38.0,10.0
S00171422,33.0,9.0,10.0,15.0,2.0
S00171423,72.0,4.0,13.0,47.0,8.0
S00171424,58.0,3.0,17.0,31.0,2.0
S00171425,55.0,1.0,11.0,42.0,0.0
S00171426,59.0,6.0,14.0,38.0,4.0
S00171427,44.0,7.0,11.0,25.0,1.0
S00171428,65.0,10.0,12.0,36.0,7.0
S00171429,64.0,4.0,14.0,39.0,6.0
S00171430,41.0,4.0,10.0,21.0,4.0
S00171431,54.0,3.0,12.0,36.0,2.0
S00171432,49.0,1.0,7.0,37.0,5.0
S00171433,77.0,4.0,22.0,53.0,5.0
S00171434,51.0,8.0,14.0,29.0,2.0
S00171435,44.0,1.0,12.0,31.0,0.0
S00171436,29.0,3.0,12.0,11.0,2.0
S00171437,72.0,12.0,20.0,40.0,2.0
S00171438,42.0,2.0,9.0,29.0,3.0
S00171439,75.0,7.0,19.0,44.0,5.0
S00171440,77.0,8.0,19.0,43.0,8.0
S00171441,41.0,5.0,11.0,21.0,4.0
S00171442,53.0,2.0,14.0,28.0,9.0
S00171443,30.0,5.0,9.0,21.0,4.0
S00171444,55.0,3.0,7.0,44.0,1.0
S00171445,56.0,4.0,8.0,38.0,8.0
S00171446,44.0,5.0,11.0,26.0,1.0
S00171447,71.0,6.0,18.0,41.0,7.0
S00171448,43.0,4.0,6.0,31.0,2.0
S00171449,70.0,3.0,14.0,45.0,8.0
S00171450,85.0,5.0,20.0,52.0,8.0
S00171451,62.0,0.0,18.0,40.0,4.0
S00171452,41.0,5.0,10.0,23.0,3.0
S00171453,94.0,2.0,26.0,47.0,12.0
S00171454,64.0,4.0,13.0,37.0,10.0
S00171455,52.0,6.0,18.0,25.0,3.0
S00171456,65.0,9.0,12.0,37.0,8.0
S00171457,106.0,6.0,25.0,70.0,5.0
S00171458,56.0,9.0,11.0,30.0,6.0
S00171459,65.0,0.0,14.0,40.0,12.0
S00171460,57.0,3.0,19.0,36.0,3.0
S00171461,34.0,3.0,3.0,25.0,3.0
S00171462,54.0,5.0,10.0,34.0,5.0
S00171463,75.0,0.0,18.0,50.0,8.0
S00171464,50.0,6.0,10.0,30.0,2.0
S00171465,89.0,2.0,31.0,51.0,5.0
S00171466,70.0,2.0,14.0,45.0,8.0
S00171467,53.0,4.0,17.0,31.0,2.0
S00171468,58.0,6.0,11.0,31.0,2.0
S00171469,55.0,1.0,17.0,35.0,3.0
S00171470,87.0,5.0,25.0,54.0,3.0
S00171471,52.0,7.0,9.0,37.0,4.0
S00171472,37.0,2.0,5.0,27.0,1.0
S00171473,36.0,3.0,7.0,24.0,2.0
S00171474,39.0,4.0,8.0,26.0,2.0
S00171475,95.0,8.0,14.0,57.0,20.0
S00171476,84.0,6.0,12.0,54.0,9.0
S00171477,53.0,5.0,18.0,25.0,5.0
S00171478,57.0,5.0,14.0,37.0,3.0
S00171479,54.0,3.0,13.0,32.0,6.0
S00171480,55.0,6.0,11.0,31.0,9.0
S00171481,49.0,4.0,5.0,34.0,6.0
S00171482,39.0,0.0,9.0,24.0,6.0
S00171483,12.0,2.0,4.0,8.0,1.0
S00171484,63.0,6.0,15.0,35.0,6.0
S00171485,69.0,4.0,14.0,46.0,8.0
S00171486,56.0,5.0,11.0,34.0,6.0
S00171487,70.0,6.0,18.0,44.0,2.0
S00171488,58.0,4.0,15.0,33.0,5.0
S00171489,64.0,5.0,13.0,42.0,4.0
S00171490,39.0,2.0,12.0,24.0,4.0
S00171491,38.0,5.0,6.0,20.0,1.0
S00171492,62.0,10.0,19.0,36.0,3.0
S00171493,37.0,3.0,9.0,23.0,2.0
S00171494,30.0,2.0,2.0,21.0,4.0
S00171495,39.0,3.0,10.0,25.0,1.0
S00171496,72.0,4.0,8.0,52.0,5.0
S00171497,57.0,6.0,10.0,35.0,6.0
S00171498,70.0,5.0,11.0,46.0,6.0
S00171499,46.0,6.0,9.0,31.0,2.0
S00171500,40.0,2.0,9.0,29.0,1.0
S00171501,69.0,6.0,15.0,41.0,5.0
S00171502,65.0,6.0,16.0,40.0,4.0
S00171503,52.0,7.0,11.0,33.0,8.0
S00171504,52.0,2.0,12.0,37.0,2.0
S00171505,51.0,5.0,5.0,35.0,7.0
S00171506,67.0,3.0,13.0,40.0,6.0
S00171507,54.0,3.0,8.0,45.0,3.0
S00171508,33.0,1.0,9.0,22.0,2.0
S00171509,19.0,1.0,5.0,13.0,3.0
S00171510,39.0,2.0,8.0,24.0,5.0
S00171511,45.0,5.0,11.0,29.0,4.0
S00171512,46.0,4.0,15.0,27.0,0.0
S00171513,39.0,4.0,11.0,27.0,1.0
S00171514,58.0,7.0,22.0,28.0,3.0
S00171515,14.0,2.0,2.0,8.0,5.0
S00171516,37.0,3.0,8.0,22.0,4.0
S00171517,77.0,5.0,13.0,56.0,7.0
S00171518,41.0,9.0,7.0,23.0,5.0
S00171519,49.0,1.0,13.0,25.0,4.0
S00171520,47.0,4.0,9.0,31.0,3.0
S00171521,56.0,2.0,6.0,39.0,9.0
S00171522,5.0,4.0,2.0,2.0,0.0
S00171523,61.0,6.0,11.0,40.0,4.0
S00171524,34.0,3.0,9.0,21.0,1.0
S00171525,57.0,6.0,7.0,38.0,6.0
S00171526,37.0,1.0,6.0,28.0,4.0
S00171527,60.0,4.0,15.0,36.0,5.0
S00171528,19.0,4.0,2.0,14.0,0.0
S00171529,51.0,8.0,13.0,29.0,1.0
S00171530,65.0,2.0,16.0,40.0,8.0
S00171531,56.0,4.0,16.0,29.0,6.0
S00171532,54.0,0.0,12.0,40.0,0.0
S00171533,50.0,7.0,11.0,27.0,2.0
S00171534,45.0,2.0,6.0,33.0,4.0
S00171535,55.0,6.0,19.0,25.0,9.0
S00171536,45.0,7.0,10.0,18.0,10.0
S00171537,65.0,3.0,12.0,48.0,5.0
S00171538,90.0,9.0,24.0,42.0,13.0
S00171539,82.0,5.0,14.0,56.0,9.0
S00171540,73.0,8.0,9.0,47.0,9.0
S00171541,57.0,4.0,9.0,39.0,3.0
S00171542,36.0,3.0,4.0,23.0,3.0
S00171543,55.0,3.0,10.0,37.0,5.0
S00171544,43.0,1.0,11.0,22.0,7.0
S00171545,88.0,9.0,22.0,48.0,9.0
S00171546,47.0,9.0,9.0,23.0,9.0
S00171547,55.0,5.0,10.0,36.0,5.0
S00171548,66.0,1.0,15.0,41.0,8.0
S00171549,35.0,1.0,11.0,16.0,7.0
S00171550,41.0,5.0,10.0,23.0,5.0
S00171551,72.0,7.0,13.0,46.0,6.0
S00171552,36.0,4.0,8.0,26.0,2.0
S00171553,22.0,1.0,4.0,14.0,1.0
S00171554,49.0,4.0,20.0,18.0,7.0
S00171555,32.0,4.0,5.0,21.0,4.0
S00171556,42.0,3.0,11.0,25.0,1.0
S00171557,67.0,7.0,17.0,36.0,7.0
S00171558,22.0,1.0,6.0,12.0,5.0
S00171559,43.0,4.0,8.0,26.0,5.0
S00171560,65.0,7.0,9.0,46.0,2.0
S00171561,41.0,3.0,8.0,25.0,5.0
S00171562,65.0,4.0,16.0,37.0,6.0
S00171563,44.0,2.0,5.0,24.0,7.0
S00171564,45.0,1.0,8.0,34.0,2.0
S00171565,64.0,4.0,13.0,34.0,12.0
S00171566,46.0,0.0,7.0,38.0,2.0
S00171567,53.0,4.0,7.0,33.0,4.0
S00171568,32.0,4.0,5.0,23.0,2.0
S00171569,49.0,3.0,13.0,21.0,12.0
S00171570,68.0,6.0,10.0,43.0,9.0
S00171571,46.0,7.0,7.0,30.0,0.0
S00171572,56.0,4.0,17.0,36.0,4.0
S00171573,54.0,3.0,11.0,35.0,3.0
S00171574,49.0,1.0,10.0,34.0,7.0
S00171575,72.0,5.0,14.0,47.0,7.0
S00171576,30.0,0.0,8.0,18.0,4.0
S00171577,54.0,2.0,15.0,30.0,4.0
S00171578,55.0,3.0,9.0,39.0,3.0
S00171579,66.0,3.0,11.0,43.0,6.0
S00171580,64.0,6.0,11.0,38.0,7.0
S00171581,43.0,3.0,10.0,28.0,2.0
S00171582,28.0,9.0,1.0,16.0,5.0
S00171583,47.0,5.0,6.0,29.0,7.0
S00171584,39.0,1.0,9.0,26.0,1.0
S00171585,45.0,5.0,12.0,26.0,2.0
S00171586,44.0,4.0,8.0,26.0,6.0
S00171587,40.0,0.0,3.0,29.0,6.0
S00171588,82.0,10.0,10.0,39.0,22.0
S00171589,71.0,9.0,11.0,47.0,0.0
S00171590,38.0,2.0,8.0,20.0,8.0
S00171591,102.0,8.0,24.0,61.0,9.0
S00171592,39.0,7.0,13.0,26.0,2.0
S00171593,25.0,2.0,0.0,23.0,2.0
S00171594,53.0,6.0,18.0,29.0,2.0
S00171595,36.0,4.0,7.0,22.0,0.0
S00171596,23.0,2.0,4.0,14.0,1.0
S00171597,92.0,27.0,23.0,38.0,5.0
S00171598,48.0,2.0,7.0,38.0,3.0
S00171599,50.0,3.0,10.0,26.0,4.0
S00171600,53.0,4.0,8.0,32.0,7.0
S00171601,59.0,2.0,17.0,41.0,3.0
S00171602,68.0,5.0,10.0,35.0,18.0
S00171603,56.0,4.0,14.0,34.0,5.0
S00171604,41.0,4.0,5.0,28.0,5.0
S00171605,66.0,7.0,16.0,38.0,6.0
S00171606,40.0,0.0,6.0,29.0,4.0
S00171607,57.0,3.0,13.0,30.0,11.0
S00171608,60.0,2.0,16.0,38.0,4.0
S00171609,38.0,6.0,7.0,14.0,7.0
S00171610,62.0,4.0,12.0,35.0,7.0
S00171611,57.0,2.0,11.0,36.0,6.0
S00171612,66.0,5.0,18.0,37.0,6.0
S00171613,39.0,5.0,8.0,21.0,5.0
S00171614,40.0,1.0,13.0,20.0,7.0
S00171615,43.0,2.0,15.0,21.0,5.0
S00171616,60.0,0.0,20.0,34.0,7.0
S00171617,76.0,6.0,17.0,47.0,6.0
S00171618,64.0,11.0,18.0,35.0,4.0
S00171619,32.0,1.0,6.0,21.0,4.0
S00171620,43.0,0.0,5.0,37.0,3.0
S00171621,65.0,4.0,21.0,36.0,5.0
S00171622,49.0,0.0,5.0,37.0,10.0
S00171623,64.0,4.0,19.0,36.0,8.0
S00171624,42.0,4.0,8.0,22.0,4.0
S00171625,66.0,4.0,26.0,32.0,4.0
S00171626,44.0,5.0,4.0,32.0,4.0
S00171627,47.0,10.0,10.0,23.0,10.0
S00171628,79.0,5.0,11.0,56.0,6.0
S00171629,100.0,10.0,20.0,58.0,12.0
S00171630,47.0,5.0,10.0,30.0,4.0
S00171631,55.0,3.0,10.0,34.0,7.0
S00171632,60.0,4.0,9.0,46.0,4.0
S00171633,71.0,3.0,14.0,45.0,6.0
S00171634,58.0,2.0,13.0,35.0,5.0
S00171635,46.0,4.0,11.0,26.0,5.0
S00171636,42.0,4.0,7.0,20.0,7.0
S00171637,63.0,8.0,13.0,36.0,6.0
S00171638,58.0,3.0,12.0,37.0,6.0
S00171639,39.0,0.0,8.0,31.0,2.0
S00171640,46.0,3.0,9.0,29.0,5.0
S00171641,72.0,3.0,18.0,47.0,4.0
S00171642,54.0,4.0,9.0,36.0,6.0
S00171643,76.0,2.0,11.0,58.0,7.0
S00171644,34.0,5.0,7.0,22.0,5.0
S00171645,29.0,0.0,7.0,21.0,0.0
S00171646,56.0,10.0,13.0,23.0,14.0
S00171647,43.0,4.0,11.0,22.0,6.0
S00171648,55.0,2.0,11.0,38.0,4.0
S00171649,71.0,10.0,13.0,34.0,9.0
S00171650,37.0,2.0,5.0,28.0,2.0
S00171651,59.0,0.0,7.0,48.0,4.0
S00171652,54.0,4.0,8.0,39.0,3.0
S00171653,48.0,4.0,11.0,31.0,2.0
S00171654,107.0,8.0,22.0,65.0,12.0
S00171655,58.0,7.0,9.0,32.0,8.0
S00171656,73.0,7.0,17.0,42.0,7.0
S00171657,52.0,5.0,12.0,28.0,7.0
S00171658,57.0,4.0,15.0,36.0,2.0
S00171659,119.0,6.0,17.0,86.0,12.0
S00171660,52.0,2.0,10.0,38.0,3.0
S00171661,46.0,6.0,14.0,24.0,1.0
S00171662,54.0,1.0,15.0,33.0,5.0
S00171663,82.0,4.0,20.0,50.0,9.0
S00171664,22.0,1.0,10.0,10.0,3.0
S00171665,47.0,4.0,8.0,29.0,2.0
S00171666,62.0,7.0,18.0,32.0,8.0
S00171667,48.0,5.0,8.0,31.0,5.0
S00171668,79.0,3.0,17.0,51.0,9.0
S00171669,67.0,5.0,15.0,45.0,2.0
S00171670,47.0,3.0,6.0,33.0,5.0
S00171671,63.0,3.0,10.0,45.0,4.0
S00171672,45.0,6.0,12.0,15.0,13.0
S00171673,42.0,3.0,8.0,28.0,1.0
S00171674,58.0,3.0,10.0,40.0,5.0
S00171675,51.0,6.0,13.0,33.0,3.0
S00171676,64.0,1.0,18.0,34.0,8.0
S00171677,78.0,8.0,16.0,43.0,11.0
S00171678,46.0,1.0,5.0,32.0,5.0
S00171679,37.0,9.0,10.0,17.0,5.0
S00171680,41.0,4.0,14.0,19.0,1.0
S00171681,37.0,2.0,9.0,24.0,0.0
S00171682,61.0,6.0,5.0,49.0,3.0
S00171683,47.0,4.0,9.0,32.0,2.0
S00171684,51.0,2.0,10.0,32.0,7.0
S00171685,33.0,0.0,4.0,25.0,4.0
S00171686,52.0,5.0,13.0,34.0,0.0
S00171687,69.0,3.0,11.0,45.0,7.0
S00171688,137.0,4.0,24.0,92.0,17.0
S00171689,65.0,4.0,16.0,39.0,7.0
S00171690,77.0,4.0,10.0,51.0,8.0
S00171691,87.0,4.0,16.0,62.0,5.0
S00171692,51.0,3.0,9.0,25.0,14.0
S00171693,57.0,2.0,5.0,40.0,5.0
S00171694,26.0,2.0,7.0,15.0,2.0
S00171695,31.0,4.0,6.0,17.0,8.0
S00171696,58.0,1.0,12.0,42.0,3.0
S00171697,85.0,8.0,9.0,53.0,12.0
S00171698,39.0,2.0,7.0,22.0,5.0
S00171699,54.0,3.0,12.0,36.0,7.0
S00171700,16.0,0.0,3.0,11.0,1.0
S00171701,43.0,2.0,12.0,24.0,5.0
S00171702,83.0,4.0,15.0,58.0,9.0
S00171703,29.0,5.0,7.0,16.0,4.0
S00171704,66.0,2.0,15.0,42.0,10.0
S00171705,68.0,7.0,14.0,45.0,2.0
S00171706,60.0,4.0,14.0,32.0,10.0
S00171707,81.0,8.0,17.0,51.0,3.0
S00171708,23.0,2.0,6.0,9.0,6.0
S00171709,69.0,2.0,16.0,50.0,3.0
S00171710,36.0,5.0,10.0,23.0,2.0
S00171711,55.0,7.0,14.0,25.0,8.0
S00171712,80.0,5.0,9.0,50.0,16.0
S00171713,49.0,2.0,12.0,32.0,3.0
S00171714,47.0,0.0,8.0,29.0,9.0
S00171715,54.0,3.0,10.0,27.0,12.0
S00171716,65.0,5.0,16.0,39.0,4.0
S00171717,33.0,0.0,9.0,19.0,5.0
S00171718,47.0,6.0,7.0,23.0,10.0
S00171719,38.0,5.0,7.0,21.0,5.0
S00171720,46.0,7.0,11.0,19.0,8.0
S00171721,94.0,9.0,17.0,57.0,15.0
S00171722,63.0,8.0,9.0,37.0,10.0
S00171723,63.0,12.0,6.0,37.0,8.0
S00171724,53.0,4.0,11.0,33.0,6.0
S00171725,41.0,3.0,6.0,20.0,12.0
S00171726,66.0,9.0,11.0,31.0,15.0
S00171727,43.0,7.0,7.0,22.0,7.0
S00171728,55.0,6.0,11.0,29.0,12.0
S00171729,50.0,0.0,14.0,34.0,2.0
S00171730,48.0,5.0,10.0,28.0,5.0
S00171731,66.0,3.0,13.0,41.0,10.0
S00171732,43.0,2.0,10.0,17.0,11.0
S00171733,60.0,7.0,11.0,27.0,15.0
S00171734,39.0,1.0,12.0,15.0,9.0
S00171735,59.0,2.0,16.0,31.0,9.0
S00171736,51.0,3.0,13.0,29.0,7.0
S00171737,45.0,3.0,14.0,27.0,1.0
S00171738,55.0,3.0,14.0,34.0,8.0
S00171739,68.0,6.0,22.0,38.0,2.0
S00171740,48.0,1.0,11.0,26.0,8.0
S00171741,66.0,4.0,7.0,35.0,15.0
S00171742,54.0,5.0,8.0,33.0,0.0
S00171743,34.0,2.0,6.0,22.0,4.0
S00171744,55.0,5.0,13.0,35.0,4.0
S00171745,34.0,4.0,4.0,24.0,2.0
S00171746,51.0,6.0,9.0,30.0,6.0
S00171747,58.0,6.0,13.0,32.0,7.0
S00171748,71.0,5.0,18.0,41.0,9.0
S00171749,55.0,7.0,8.0,34.0,6.0
S00171750,45.0,4.0,10.0,22.0,9.0
S00171751,38.0,4.0,4.0,21.0,9.0
S00171752,46.0,3.0,11.0,25.0,7.0
S00171753,100.0,5.0,19.0,59.0,13.0
S00171754,51.0,4.0,10.0,32.0,5.0
S00171755,49.0,4.0,13.0,31.0,4.0
S00171756,51.0,5.0,7.0,34.0,8.0
S00171757,42.0,3.0,9.0,27.0,2.0
S00171758,82.0,7.0,16.0,54.0,2.0
S00171759,29.0,3.0,6.0,17.0,3.0
S00171760,56.0,6.0,5.0,39.0,6.0
S00171761,42.0,2.0,11.0,27.0,2.0
S00171762,77.0,10.0,18.0,43.0,5.0
S00171763,58.0,0.0,6.0,45.0,4.0
S00171764,29.0,1.0,12.0,21.0,2.0
S00171765,56.0,2.0,12.0,34.0,5.0
S00171766,71.0,2.0,17.0,44.0,6.0
S00171767,65.0,6.0,12.0,39.0,4.0
S00171768,22.0,2.0,1.0,17.0,1.0
S00171769,59.0,4.0,9.0,36.0,10.0
S00171770,38.0,1.0,15.0,12.0,10.0
S00171771,68.0,10.0,14.0,34.0,10.0
S00171772,53.0,4.0,5.0,38.0,6.0
S00171773,21.0,1.0,4.0,10.0,3.0
S00171774,60.0,4.0,10.0,41.0,9.0
S00171775,57.0,5.0,12.0,32.0,5.0
S00171776,25.0,0.0,8.0,15.0,1.0
S00171777,47.0,4.0,12.0,25.0,2.0
S00171778,51.0,7.0,8.0,33.0,6.0
S00171779,73.0,4.0,18.0,47.0,4.0
S00171780,43.0,0.0,10.0,27.0,4.0
S00171781,74.0,9.0,9.0,43.0,13.0
S00171782,62.0,8.0,12.0,41.0,4.0
S00171783,39.0,6.0,11.0,25.0,4.0
S00171784,71.0,3.0,19.0,37.0,9.0
S00171785,59.0,4.0,15.0,39.0,3.0
S00171786,62.0,2.0,15.0,36.0,8.0
S00171787,42.0,4.0,8.0,25.0,3.0
S00171788,42.0,3.0,8.0,19.0,12.0
S00171789,55.0,4.0,12.0,32.0,4.0
S00171790,65.0,4.0,19.0,39.0,3.0
S00171791,22.0,0.0,7.0,12.0,4.0
