OA,UV6040001,UV6040002,UV6040003,UV6040004,UV6040005
S00171792,74.0,4.0,19.0,45.0,4.0
S00171793,27.0,2.0,9.0,15.0,0.0
S00171794,52.0,3.0,7.0,30.0,12.0
S00171795,43.0,1.0,13.0,24.0,5.0
S00171796,51.0,6.0,9.0,31.0,5.0
S00171797,29.0,3.0,6.0,17.0,2.0
S00171798,51.0,0.0,10.0,34.0,7.0
S00171799,50.0,5.0,17.0,22.0,4.0
S00171800,71.0,6.0,15.0,40.0,8.0
S00171801,60.0,5.0,7.0,42.0,12.0
S00171802,56.0,2.0,12.0,30.0,11.0
S00171803,33.0,1.0,14.0,16.0,3.0
S00171804,48.0,5.0,8.0,30.0,5.0
S00171805,13.0,0.0,6.0,6.0,3.0
S00171806,106.0,6.0,33.0,52.0,12.0
S00171807,38.0,8.0,8.0,13.0,10.0
S00171808,66.0,7.0,14.0,36.0,6.0
S00171809,55.0,5.0,9.0,37.0,4.0
S00171810,62.0,5.0,13.0,38.0,6.0
S00171811,26.0,4.0,7.0,11.0,6.0
S00171812,83.0,6.0,14.0,53.0,10.0
S00171813,106.0,7.0,17.0,69.0,10.0
S00171814,21.0,1.0,6.0,16.0,1.0
S00171815,96.0,10.0,23.0,58.0,10.0
S00171816,29.0,3.0,14.0,11.0,0.0
S00171817,70.0,5.0,15.0,41.0,9.0
S00171818,38.0,1.0,8.0,18.0,5.0
S00171819,49.0,1.0,12.0,31.0,1.0
S00171820,87.0,8.0,22.0,51.0,9.0
S00171821,110.0,16.0,28.0,42.0,27.0
S00171822,57.0,10.0,10.0,26.0,14.0
S00171823,60.0,5.0,11.0,33.0,15.0
S00171824,74.0,7.0,14.0,45.0,8.0
S00171825,46.0,1.0,10.0,23.0,13.0
S00171826,75.0,8.0,16.0,39.0,8.0
S00171827,76.0,8.0,13.0,40.0,15.0
S00171828,85.0,3.0,15.0,33.0,34.0
S00171829,75.0,4.0,14.0,41.0,19.0
S00171830,76.0,6.0,11.0,39.0,21.0
S00171831,66.0,1.0,18.0,33.0,13.0
S00171832,90.0,10.0,18.0,42.0,20.0
S00171833,49.0,6.0,5.0,22.0,10.0
S00171834,30.0,2.0,10.0,14.0,3.0
S00171835,34.0,6.0,12.0,15.0,1.0
S00171836,92.0,9.0,9.0,64.0,13.0
S00171837,79.0,6.0,18.0,46.0,9.0
S00171838,44.0,1.0,9.0,26.0,7.0
S00171839,34.0,5.0,6.0,18.0,5.0
S00171840,98.0,12.0,22.0,41.0,23.0
S00171841,54.0,7.0,11.0,35.0,4.0
S00171842,31.0,2.0,5.0,21.0,3.0
S00171843,81.0,6.0,15.0,49.0,9.0
S00171844,90.0,1.0,26.0,48.0,10.0
S00171845,76.0,10.0,8.0,36.0,18.0
S00171846,77.0,3.0,19.0,48.0,8.0
S00171847,59.0,7.0,17.0,28.0,7.0
S00171848,84.0,8.0,11.0,53.0,12.0
S00171849,48.0,2.0,8.0,33.0,4.0
S00171850,30.0,3.0,7.0,17.0,6.0
S00171851,15.0,1.0,2.0,9.0,1.0
S00171852,46.0,5.0,10.0,23.0,6.0
S00171853,47.0,2.0,7.0,31.0,7.0
S00171854,71.0,6.0,16.0,45.0,4.0
S00171855,42.0,3.0,11.0,25.0,3.0
S00171856,59.0,6.0,11.0,33.0,8.0
S00171857,54.0,4.0,14.0,31.0,5.0
S00171858,79.0,4.0,12.0,49.0,14.0
S00171859,70.0,4.0,19.0,43.0,4.0
S00171860,83.0,8.0,14.0,44.0,17.0
S00171861,103.0,10.0,16.0,66.0,11.0
S00171862,102.0,9.0,20.0,59.0,12.0
S00171863,83.0,6.0,20.0,45.0,12.0
S00171864,82.0,6.0,14.0,45.0,17.0
S00171865,44.0,0.0,7.0,27.0,9.0
S00171866,82.0,8.0,17.0,52.0,5.0
S00171867,76.0,5.0,12.0,46.0,19.0
S00171868,90.0,5.0,17.0,41.0,27.0
S00171869,58.0,4.0,15.0,29.0,10.0
S00171870,49.0,2.0,15.0,26.0,7.0
S00171871,119.0,8.0,24.0,69.0,18.0
S00171872,29.0,3.0,8.0,14.0,3.0
S00171873,46.0,6.0,10.0,23.0,6.0
S00171874,76.0,8.0,16.0,44.0,8.0
S00171875,78.0,8.0,18.0,38.0,16.0
S00171876,80.0,4.0,17.0,51.0,9.0
S00171877,61.0,3.0,14.0,36.0,8.0
S00171878,43.0,3.0,8.0,24.0,5.0
S00171879,48.0,1.0,12.0,17.0,18.0
S00171880,49.0,1.0,11.0,34.0,0.0
S00171881,33.0,5.0,4.0,17.0,9.0
S00171882,101.0,9.0,19.0,57.0,16.0
S00171883,75.0,5.0,14.0,34.0,23.0
S00171884,91.0,6.0,16.0,33.0,34.0
S00171885,40.0,2.0,10.0,27.0,2.0
S00171886,37.0,2.0,3.0,28.0,4.0
S00171887,48.0,2.0,8.0,27.0,7.0
S00171888,33.0,1.0,8.0,16.0,4.0
S00171889,40.0,1.0,4.0,31.0,4.0
S00171890,57.0,4.0,8.0,39.0,6.0
S00171891,38.0,2.0,8.0,22.0,6.0
S00171892,94.0,5.0,18.0,59.0,12.0
S00171893,85.0,5.0,16.0,53.0,12.0
S00171894,46.0,1.0,15.0,17.0,12.0
S00171895,43.0,1.0,10.0,19.0,13.0
S00171896,116.0,6.0,19.0,78.0,13.0
S00171897,69.0,3.0,9.0,51.0,6.0
S00171898,90.0,10.0,16.0,57.0,10.0
S00171899,75.0,4.0,15.0,44.0,12.0
S00171900,41.0,4.0,6.0,28.0,5.0
S00171901,80.0,4.0,16.0,47.0,13.0
S00171902,86.0,5.0,16.0,55.0,12.0
S00171903,41.0,4.0,6.0,26.0,5.0
S00171904,72.0,12.0,15.0,33.0,14.0
S00171905,50.0,1.0,12.0,31.0,6.0
S00171906,86.0,13.0,14.0,47.0,12.0
S00171907,51.0,9.0,12.0,23.0,6.0
S00171908,66.0,5.0,12.0,42.0,7.0
S00171909,66.0,6.0,9.0,41.0,11.0
S00171910,71.0,7.0,11.0,42.0,11.0
S00171911,63.0,8.0,11.0,40.0,7.0
S00171912,63.0,6.0,16.0,37.0,6.0
S00171913,7.0,0.0,4.0,5.0,0.0
S00171914,47.0,3.0,12.0,24.0,9.0
S00171915,63.0,3.0,9.0,40.0,11.0
S00171916,35.0,4.0,2.0,26.0,6.0
S00171917,36.0,3.0,4.0,22.0,6.0
S00171918,104.0,8.0,24.0,63.0,13.0
S00171919,51.0,1.0,14.0,30.0,6.0
S00171920,20.0,3.0,7.0,10.0,0.0
S00171921,53.0,4.0,13.0,25.0,11.0
S00171922,74.0,8.0,14.0,45.0,9.0
S00171923,66.0,3.0,12.0,42.0,9.0
S00171924,45.0,1.0,6.0,25.0,11.0
S00171925,83.0,4.0,16.0,49.0,14.0
S00171926,55.0,5.0,18.0,28.0,4.0
S00171927,40.0,3.0,8.0,25.0,2.0
S00171928,64.0,10.0,6.0,39.0,10.0
S00171929,64.0,2.0,10.0,41.0,15.0
S00171930,91.0,8.0,16.0,55.0,10.0
S00171931,62.0,4.0,10.0,39.0,11.0
S00171932,81.0,2.0,19.0,52.0,8.0
S00171933,33.0,1.0,7.0,20.0,3.0
S00171934,44.0,4.0,11.0,23.0,6.0
S00171935,79.0,5.0,20.0,46.0,8.0
S00171936,53.0,9.0,10.0,32.0,12.0
S00171937,62.0,7.0,9.0,39.0,9.0
S00171938,56.0,6.0,9.0,29.0,17.0
S00171939,102.0,6.0,18.0,66.0,16.0
S00171940,32.0,2.0,11.0,16.0,3.0
S00171941,47.0,2.0,8.0,26.0,9.0
S00171942,61.0,15.0,18.0,24.0,8.0
S00171943,54.0,13.0,12.0,19.0,8.0
S00171944,103.0,6.0,16.0,59.0,22.0
S00171945,63.0,4.0,12.0,32.0,15.0
S00171946,51.0,4.0,5.0,30.0,12.0
S00171947,40.0,7.0,4.0,21.0,7.0
S00171948,33.0,1.0,8.0,18.0,6.0
S00171949,64.0,7.0,7.0,43.0,3.0
S00171950,58.0,7.0,14.0,28.0,11.0
S00171951,67.0,13.0,11.0,31.0,10.0
S00171952,72.0,5.0,22.0,39.0,7.0
S00171953,73.0,6.0,17.0,43.0,4.0
S00171954,79.0,5.0,15.0,56.0,5.0
S00171955,43.0,8.0,6.0,25.0,7.0
S00171956,56.0,4.0,8.0,36.0,3.0
S00171957,46.0,1.0,9.0,27.0,8.0
S00171958,74.0,6.0,16.0,34.0,20.0
S00171959,31.0,1.0,6.0,20.0,1.0
S00171960,69.0,4.0,11.0,45.0,9.0
S00171961,57.0,6.0,9.0,31.0,12.0
S00171962,38.0,1.0,7.0,24.0,6.0
S00171963,86.0,4.0,19.0,55.0,11.0
S00171964,51.0,2.0,6.0,37.0,5.0
S00171965,93.0,11.0,15.0,55.0,15.0
S00171966,85.0,3.0,15.0,52.0,15.0
S00171967,65.0,2.0,16.0,38.0,8.0
S00171968,109.0,15.0,15.0,65.0,14.0
S00171969,64.0,7.0,15.0,40.0,2.0
S00171970,83.0,9.0,22.0,47.0,5.0
S00171971,57.0,5.0,8.0,27.0,16.0
S00171972,70.0,6.0,12.0,41.0,11.0
S00171973,83.0,7.0,28.0,36.0,14.0
S00171974,89.0,11.0,23.0,49.0,10.0
S00171975,83.0,7.0,10.0,48.0,18.0
S00171976,41.0,2.0,10.0,20.0,9.0
S00171977,61.0,6.0,17.0,34.0,8.0
S00171978,84.0,9.0,14.0,41.0,20.0
S00171979,67.0,7.0,9.0,36.0,11.0
S00171980,52.0,7.0,17.0,23.0,9.0
S00171981,78.0,9.0,13.0,49.0,7.0
S00171982,64.0,6.0,8.0,39.0,11.0
S00171983,45.0,3.0,10.0,27.0,5.0
S00171984,38.0,6.0,7.0,20.0,5.0
S00171985,58.0,4.0,7.0,33.0,10.0
S00171986,41.0,3.0,6.0,26.0,6.0
S00171987,59.0,6.0,20.0,26.0,6.0
S00171988,71.0,6.0,12.0,45.0,8.0
S00171989,55.0,3.0,13.0,35.0,4.0
S00171990,72.0,9.0,12.0,47.0,4.0
S00171991,64.0,10.0,17.0,27.0,12.0
S00171992,29.0,6.0,4.0,16.0,6.0
S00171993,73.0,2.0,11.0,48.0,14.0
S00171994,53.0,7.0,13.0,29.0,4.0
S00171995,68.0,5.0,8.0,41.0,9.0
S00171996,40.0,3.0,10.0,22.0,5.0
S00171997,62.0,7.0,15.0,25.0,13.0
S00171998,53.0,2.0,17.0,29.0,8.0
S00171999,104.0,11.0,18.0,61.0,14.0
S00172000,32.0,2.0,7.0,20.0,5.0
S00172001,48.0,3.0,10.0,24.0,8.0
S00172002,88.0,3.0,15.0,63.0,6.0
S00172003,54.0,2.0,9.0,34.0,6.0
S00172004,95.0,6.0,19.0,60.0,10.0
S00172005,93.0,7.0,21.0,52.0,14.0
S00172006,52.0,7.0,8.0,32.0,8.0
S00172007,90.0,8.0,13.0,58.0,14.0
S00172008,64.0,3.0,11.0,42.0,8.0
S00172009,33.0,0.0,8.0,21.0,3.0
S00172010,13.0,0.0,2.0,7.0,1.0
S00172011,57.0,0.0,11.0,40.0,4.0
S00172012,76.0,1.0,15.0,51.0,7.0
S00172013,44.0,5.0,14.0,24.0,0.0
S00172014,41.0,3.0,11.0,23.0,4.0
S00172015,46.0,0.0,10.0,34.0,5.0
S00172016,77.0,11.0,21.0,36.0,9.0
S00172017,62.0,4.0,8.0,41.0,14.0
S00172018,61.0,3.0,15.0,40.0,5.0
S00172019,76.0,3.0,17.0,46.0,10.0
S00172020,50.0,2.0,10.0,34.0,4.0
S00172021,31.0,3.0,3.0,23.0,0.0
S00172022,41.0,4.0,6.0,25.0,5.0
S00172023,50.0,6.0,14.0,25.0,5.0
S00172024,31.0,5.0,5.0,17.0,3.0
S00172025,71.0,10.0,15.0,43.0,4.0
S00172026,55.0,3.0,11.0,34.0,6.0
S00172027,54.0,7.0,6.0,37.0,2.0
S00172028,23.0,6.0,6.0,9.0,0.0
S00172029,74.0,5.0,16.0,45.0,12.0
S00172030,83.0,5.0,17.0,51.0,12.0
S00172031,30.0,5.0,4.0,18.0,3.0
S00172032,92.0,6.0,20.0,55.0,11.0
S00172033,62.0,5.0,18.0,35.0,4.0
S00172034,55.0,6.0,12.0,30.0,4.0
S00172035,64.0,5.0,12.0,43.0,4.0
S00172036,43.0,4.0,9.0,30.0,2.0
S00172037,81.0,3.0,20.0,44.0,14.0
S00172038,53.0,6.0,13.0,27.0,1.0
S00172039,36.0,3.0,8.0,21.0,6.0
S00172040,59.0,8.0,14.0,34.0,3.0
S00172041,74.0,3.0,17.0,40.0,12.0
S00172042,28.0,4.0,4.0,13.0,4.0
S00172043,59.0,11.0,16.0,29.0,6.0
S00172044,42.0,2.0,12.0,25.0,1.0
S00172045,27.0,1.0,6.0,20.0,0.0
S00172046,51.0,5.0,8.0,21.0,17.0
S00172047,42.0,7.0,10.0,25.0,5.0
S00172048,56.0,5.0,12.0,37.0,4.0
S00172049,41.0,1.0,12.0,26.0,3.0
S00172050,35.0,0.0,12.0,21.0,0.0
S00172051,31.0,1.0,8.0,18.0,5.0
S00172052,33.0,4.0,8.0,20.0,3.0
S00172053,71.0,3.0,6.0,53.0,7.0
S00172054,94.0,6.0,20.0,64.0,5.0
S00172055,72.0,10.0,10.0,34.0,20.0
S00172056,66.0,7.0,15.0,43.0,1.0
S00172057,69.0,8.0,8.0,38.0,15.0
S00172058,30.0,3.0,2.0,17.0,8.0
S00172059,45.0,8.0,7.0,22.0,5.0
S00172060,57.0,4.0,14.0,32.0,7.0
S00172061,43.0,6.0,7.0,21.0,10.0
S00172062,64.0,7.0,9.0,35.0,13.0
S00172063,75.0,13.0,7.0,50.0,5.0
S00172064,95.0,8.0,22.0,57.0,8.0
S00172065,27.0,2.0,1.0,14.0,5.0
S00172066,51.0,6.0,14.0,30.0,5.0
S00172067,106.0,15.0,18.0,49.0,23.0
S00172068,69.0,9.0,12.0,32.0,14.0
S00172069,60.0,8.0,12.0,32.0,8.0
S00172070,41.0,3.0,4.0,23.0,11.0
S00172071,79.0,9.0,17.0,37.0,15.0
S00172072,63.0,2.0,11.0,47.0,6.0
S00172073,53.0,5.0,7.0,31.0,11.0
S00172074,62.0,3.0,10.0,37.0,9.0
S00172075,68.0,6.0,14.0,37.0,11.0
S00172076,55.0,3.0,6.0,29.0,14.0
S00172077,71.0,6.0,13.0,43.0,8.0
S00172078,76.0,6.0,9.0,50.0,11.0
S00172079,102.0,7.0,19.0,54.0,26.0
S00172080,81.0,3.0,18.0,47.0,10.0
S00172081,108.0,6.0,22.0,72.0,10.0
S00172082,42.0,5.0,6.0,25.0,4.0
S00172083,45.0,3.0,3.0,23.0,10.0
S00172084,46.0,6.0,7.0,25.0,6.0
S00172085,79.0,6.0,14.0,44.0,14.0
S00172086,65.0,4.0,17.0,41.0,5.0
S00172087,67.0,6.0,13.0,43.0,4.0
S00172088,69.0,11.0,14.0,41.0,6.0
S00172089,65.0,5.0,10.0,38.0,15.0
S00172090,84.0,7.0,18.0,53.0,6.0
S00172091,27.0,1.0,11.0,12.0,3.0
S00172092,53.0,3.0,8.0,44.0,2.0
S00172093,38.0,5.0,8.0,23.0,0.0
S00172094,81.0,8.0,10.0,58.0,3.0
S00172095,50.0,4.0,16.0,29.0,5.0
S00172096,60.0,1.0,9.0,41.0,9.0
S00172097,56.0,4.0,11.0,38.0,3.0
S00172098,44.0,4.0,7.0,31.0,0.0
S00172099,35.0,0.0,11.0,29.0,0.0
S00172100,61.0,7.0,8.0,43.0,3.0
S00172101,63.0,6.0,15.0,34.0,4.0
S00172102,60.0,1.0,13.0,39.0,7.0
S00172103,41.0,4.0,7.0,28.0,2.0
S00172104,56.0,5.0,10.0,38.0,6.0
S00172105,37.0,1.0,8.0,24.0,4.0
S00172106,102.0,9.0,19.0,63.0,11.0
S00172107,76.0,3.0,16.0,50.0,4.0
S00172108,28.0,2.0,10.0,20.0,1.0
S00172109,34.0,5.0,4.0,22.0,4.0
S00172110,91.0,7.0,16.0,56.0,12.0
S00172111,61.0,4.0,15.0,41.0,1.0
S00172112,64.0,8.0,14.0,40.0,0.0
S00172113,54.0,3.0,11.0,32.0,4.0
S00172114,59.0,6.0,7.0,38.0,4.0
S00172115,68.0,7.0,15.0,42.0,7.0
S00172116,52.0,6.0,7.0,32.0,7.0
S00172117,10.0,2.0,2.0,6.0,0.0
S00172118,40.0,4.0,8.0,22.0,2.0
S00172119,118.0,4.0,18.0,78.0,16.0
S00172120,68.0,5.0,22.0,38.0,3.0
S00172121,61.0,7.0,4.0,45.0,5.0
S00172122,49.0,1.0,13.0,33.0,2.0
S00172123,46.0,6.0,4.0,36.0,0.0
S00172124,50.0,6.0,10.0,27.0,10.0
S00172125,72.0,8.0,17.0,43.0,7.0
S00172126,56.0,0.0,10.0,41.0,5.0
S00172127,44.0,1.0,7.0,33.0,2.0
S00172128,73.0,6.0,16.0,49.0,2.0
S00172129,52.0,4.0,7.0,36.0,5.0
S00172130,103.0,5.0,12.0,77.0,5.0
S00172131,61.0,3.0,7.0,46.0,3.0
S00172132,56.0,4.0,12.0,40.0,4.0
S00172133,80.0,6.0,18.0,51.0,5.0
S00172134,33.0,3.0,7.0,21.0,2.0
S00172135,73.0,6.0,9.0,47.0,9.0
S00172136,112.0,5.0,16.0,75.0,16.0
S00172137,39.0,2.0,10.0,27.0,2.0
S00172138,147.0,7.0,17.0,101.0,22.0
S00172139,125.0,6.0,15.0,88.0,18.0
S00172140,63.0,8.0,11.0,41.0,3.0
S00172141,65.0,1.0,20.0,40.0,4.0
S00172142,53.0,3.0,7.0,35.0,5.0
S00172143,134.0,3.0,12.0,108.0,11.0
S00172144,72.0,5.0,6.0,56.0,4.0
S00172145,127.0,8.0,26.0,91.0,8.0
S00172146,105.0,11.0,16.0,74.0,4.0
S00172147,55.0,3.0,11.0,33.0,4.0
S00172148,87.0,6.0,12.0,59.0,7.0
S00172149,91.0,9.0,17.0,61.0,4.0
S00172150,76.0,3.0,18.0,48.0,8.0
S00172151,74.0,8.0,5.0,47.0,13.0
S00172152,65.0,3.0,10.0,44.0,3.0
S00172153,100.0,4.0,8.0,76.0,8.0
S00172154,44.0,2.0,4.0,28.0,4.0
S00172155,115.0,6.0,14.0,78.0,17.0
S00172156,47.0,6.0,11.0,28.0,1.0
S00172157,98.0,3.0,20.0,57.0,18.0
S00172158,138.0,3.0,7.0,116.0,9.0
S00172159,87.0,6.0,17.0,58.0,8.0
S00172160,93.0,3.0,22.0,58.0,10.0
S00172161,89.0,5.0,17.0,65.0,4.0
S00172162,51.0,4.0,8.0,32.0,7.0
S00172163,118.0,6.0,12.0,86.0,14.0
S00172164,70.0,5.0,10.0,52.0,5.0
S00172165,86.0,3.0,8.0,66.0,9.0
S00172166,59.0,0.0,15.0,36.0,3.0
S00172167,68.0,2.0,5.0,51.0,14.0
S00172168,44.0,0.0,10.0,26.0,6.0
S00172169,35.0,0.0,2.0,27.0,4.0
S00172170,148.0,4.0,18.0,116.0,10.0
S00172171,54.0,1.0,14.0,36.0,2.0
S00172172,86.0,4.0,11.0,61.0,10.0
S00172173,15.0,2.0,3.0,9.0,4.0
S00172174,105.0,4.0,14.0,78.0,9.0
S00172175,96.0,7.0,26.0,58.0,5.0
S00172176,65.0,6.0,18.0,40.0,6.0
S00172177,61.0,0.0,9.0,45.0,8.0
S00172178,34.0,4.0,11.0,22.0,2.0
S00172179,50.0,5.0,6.0,37.0,4.0
S00172180,102.0,10.0,12.0,64.0,16.0
S00172181,53.0,2.0,18.0,34.0,3.0
S00172182,66.0,5.0,12.0,46.0,5.0
S00172183,73.0,4.0,14.0,46.0,12.0
S00172184,94.0,2.0,14.0,70.0,8.0
S00172185,118.0,7.0,8.0,89.0,14.0
S00172186,103.0,7.0,17.0,60.0,19.0
S00172187,71.0,0.0,8.0,58.0,3.0
S00172188,69.0,4.0,6.0,54.0,5.0
S00172189,37.0,0.0,7.0,24.0,1.0
S00172190,142.0,6.0,14.0,113.0,13.0
S00172191,56.0,1.0,10.0,42.0,4.0
S00172192,25.0,3.0,4.0,17.0,1.0
S00172193,148.0,3.0,26.0,106.0,14.0
S00172194,52.0,3.0,8.0,36.0,6.0
S00172195,67.0,2.0,14.0,47.0,4.0
S00172196,112.0,11.0,19.0,76.0,7.0
S00172197,73.0,1.0,19.0,47.0,5.0
S00172198,79.0,3.0,13.0,58.0,4.0
S00172199,86.0,2.0,22.0,58.0,4.0
S00172200,63.0,6.0,11.0,50.0,4.0
S00172201,47.0,3.0,7.0,38.0,2.0
S00172202,126.0,1.0,17.0,82.0,28.0
S00172203,78.0,5.0,14.0,52.0,7.0
S00172204,55.0,5.0,11.0,36.0,3.0
S00172205,42.0,1.0,6.0,33.0,3.0
S00172206,44.0,3.0,12.0,23.0,5.0
S00172207,45.0,2.0,8.0,25.0,0.0
S00172208,48.0,2.0,5.0,38.0,2.0
S00172209,58.0,4.0,15.0,34.0,8.0
S00172210,114.0,6.0,22.0,74.0,7.0
S00172211,80.0,0.0,10.0,61.0,9.0
S00172212,60.0,5.0,14.0,40.0,2.0
S00172213,58.0,0.0,11.0,43.0,2.0
S00172214,49.0,5.0,13.0,30.0,5.0
S00172215,58.0,1.0,3.0,49.0,1.0
S00172216,108.0,8.0,14.0,77.0,9.0
S00172217,42.0,4.0,11.0,24.0,5.0
S00172218,70.0,7.0,9.0,49.0,5.0
S00172219,56.0,6.0,16.0,30.0,4.0
S00172220,58.0,4.0,9.0,43.0,2.0
S00172221,68.0,5.0,9.0,48.0,6.0
S00172222,92.0,3.0,11.0,66.0,12.0
S00172223,55.0,9.0,10.0,33.0,3.0
S00172224,47.0,4.0,7.0,33.0,3.0
S00172225,55.0,5.0,14.0,34.0,2.0
S00172226,52.0,8.0,9.0,31.0,8.0
S00172227,63.0,0.0,10.0,47.0,4.0
S00172228,47.0,4.0,11.0,29.0,3.0
S00172229,155.0,8.0,29.0,98.0,20.0
S00172230,70.0,6.0,19.0,40.0,3.0
S00172231,79.0,4.0,17.0,55.0,2.0
S00172232,43.0,4.0,6.0,29.0,4.0
S00172233,99.0,6.0,10.0,66.0,13.0
S00172234,63.0,8.0,8.0,37.0,6.0
S00172235,94.0,9.0,17.0,57.0,7.0
S00172236,82.0,4.0,13.0,56.0,10.0
S00172237,42.0,2.0,10.0,30.0,1.0
S00172238,76.0,5.0,18.0,49.0,1.0
S00172239,44.0,1.0,13.0,30.0,0.0
S00172240,123.0,4.0,9.0,97.0,13.0
S00172241,40.0,2.0,7.0,28.0,0.0
S00172242,66.0,8.0,12.0,43.0,5.0
S00172243,80.0,4.0,9.0,59.0,6.0
S00172244,71.0,4.0,10.0,49.0,5.0
S00172245,39.0,0.0,7.0,29.0,5.0
S00172246,52.0,4.0,11.0,35.0,2.0
S00172247,54.0,3.0,13.0,26.0,8.0
S00172248,44.0,1.0,11.0,24.0,6.0
S00172249,53.0,4.0,7.0,34.0,6.0
S00172250,79.0,10.0,13.0,57.0,2.0
S00172251,95.0,14.0,10.0,61.0,11.0
S00172252,132.0,13.0,22.0,89.0,9.0
S00172253,52.0,2.0,11.0,36.0,3.0
S00172254,42.0,2.0,10.0,27.0,4.0
S00172255,33.0,2.0,7.0,15.0,6.0
S00172256,70.0,5.0,25.0,33.0,3.0
S00172257,89.0,11.0,11.0,57.0,7.0
S00172258,51.0,3.0,10.0,32.0,6.0
S00172259,67.0,8.0,11.0,46.0,4.0
S00172260,65.0,6.0,14.0,38.0,8.0
S00172261,89.0,4.0,26.0,54.0,7.0
S00172262,35.0,2.0,6.0,15.0,10.0
S00172263,86.0,4.0,19.0,56.0,6.0
S00172264,97.0,8.0,20.0,56.0,11.0
S00172265,44.0,3.0,7.0,33.0,5.0
S00172266,56.0,7.0,15.0,28.0,9.0
S00172267,47.0,2.0,10.0,28.0,8.0
S00172268,45.0,1.0,10.0,31.0,4.0
S00172269,61.0,0.0,17.0,43.0,5.0
S00172270,48.0,10.0,9.0,30.0,4.0
S00172271,50.0,2.0,5.0,38.0,5.0
S00172272,25.0,1.0,5.0,17.0,3.0
S00172273,88.0,5.0,16.0,57.0,10.0
S00172274,36.0,2.0,11.0,25.0,1.0
S00172275,56.0,10.0,9.0,35.0,2.0
S00172276,42.0,0.0,8.0,27.0,9.0
S00172277,120.0,7.0,6.0,87.0,20.0
S00172278,41.0,3.0,7.0,25.0,6.0
S00172279,51.0,0.0,11.0,32.0,5.0
S00172280,32.0,2.0,7.0,17.0,7.0
S00172281,100.0,6.0,22.0,65.0,8.0
S00172282,26.0,1.0,9.0,15.0,1.0
S00172283,60.0,3.0,11.0,40.0,6.0
S00172284,64.0,5.0,7.0,49.0,3.0
S00172285,103.0,11.0,22.0,62.0,8.0
S00172286,29.0,3.0,4.0,21.0,3.0
S00172287,104.0,8.0,22.0,67.0,9.0
S00172288,35.0,1.0,7.0,26.0,1.0
S00172289,60.0,4.0,18.0,35.0,3.0
S00172290,36.0,3.0,5.0,27.0,1.0
S00172291,23.0,1.0,6.0,15.0,1.0
S00172292,52.0,2.0,9.0,37.0,3.0
S00172293,50.0,3.0,11.0,30.0,5.0
S00172294,43.0,2.0,2.0,38.0,1.0
S00172295,76.0,4.0,13.0,55.0,4.0
S00172296,79.0,9.0,15.0,48.0,7.0
S00172297,56.0,1.0,11.0,34.0,4.0
S00172298,51.0,0.0,11.0,46.0,1.0
S00172299,62.0,2.0,11.0,46.0,5.0
S00172300,71.0,0.0,10.0,45.0,15.0
S00172301,72.0,1.0,7.0,59.0,5.0
S00172302,57.0,0.0,6.0,39.0,7.0
S00172303,53.0,3.0,5.0,42.0,4.0
S00172304,58.0,0.0,1.0,48.0,7.0
S00172305,48.0,2.0,2.0,41.0,1.0
S00172306,84.0,2.0,7.0,71.0,7.0
S00172307,102.0,14.0,14.0,59.0,18.0
S00172308,84.0,2.0,19.0,49.0,12.0
S00172309,104.0,6.0,15.0,74.0,9.0
S00172310,96.0,2.0,8.0,77.0,10.0
S00172311,58.0,4.0,9.0,41.0,4.0
S00172312,103.0,6.0,13.0,73.0,11.0
S00172313,90.0,2.0,10.0,70.0,7.0
S00172314,20.0,2.0,2.0,10.0,4.0
S00172315,52.0,8.0,11.0,29.0,4.0
S00172316,42.0,1.0,15.0,25.0,2.0
S00172317,30.0,1.0,5.0,25.0,0.0
S00172318,76.0,0.0,16.0,53.0,5.0
S00172319,61.0,2.0,6.0,45.0,8.0
S00172320,59.0,4.0,10.0,40.0,5.0
S00172321,59.0,2.0,13.0,38.0,4.0
S00172322,42.0,3.0,10.0,25.0,4.0
S00172323,62.0,2.0,9.0,47.0,5.0
S00172324,46.0,3.0,13.0,31.0,0.0
S00172325,41.0,0.0,11.0,27.0,4.0
S00172326,41.0,2.0,3.0,32.0,4.0
S00172327,22.0,0.0,4.0,19.0,1.0
S00172328,34.0,4.0,3.0,24.0,1.0
S00172329,38.0,2.0,6.0,28.0,2.0
S00172330,44.0,3.0,10.0,29.0,3.0
S00172331,54.0,1.0,12.0,27.0,14.0
S00172332,54.0,3.0,20.0,31.0,0.0
S00172333,62.0,4.0,15.0,41.0,2.0
S00172334,63.0,6.0,23.0,35.0,0.0
S00172335,70.0,1.0,3.0,58.0,8.0
S00172336,50.0,5.0,7.0,31.0,4.0
S00172337,48.0,1.0,6.0,32.0,5.0
S00172338,61.0,5.0,14.0,39.0,3.0
S00172339,51.0,4.0,13.0,31.0,3.0
S00172340,45.0,4.0,11.0,20.0,7.0
S00172341,41.0,1.0,13.0,26.0,4.0
S00172342,36.0,2.0,10.0,21.0,3.0
S00172343,59.0,0.0,11.0,44.0,0.0
S00172344,46.0,2.0,7.0,35.0,3.0
S00172345,116.0,6.0,12.0,86.0,12.0
S00172346,41.0,7.0,10.0,22.0,2.0
S00172347,50.0,3.0,11.0,24.0,5.0
S00172348,42.0,5.0,6.0,21.0,8.0
S00172349,44.0,5.0,14.0,27.0,0.0
