OA,UV1040001,UV1040002,UV1040003,UV1040004,UV1040005,UV1040006
S00177357,93,21.0,66.0,0.0,2.0,1.0
S00177358,151,33.0,108.0,2.0,7.0,5.0
S00177359,115,60.0,38.0,7.0,3.0,5.0
S00177360,79,21.0,54.0,0.0,1.0,6.0
S00177361,127,42.0,58.0,7.0,7.0,12.0
S00177362,130,65.0,37.0,7.0,15.0,6.0
S00177363,144,50.0,63.0,6.0,12.0,11.0
S00177364,91,32.0,44.0,3.0,8.0,7.0
S00177365,72,21.0,35.0,2.0,5.0,6.0
S00177366,64,17.0,23.0,2.0,6.0,12.0
S00177367,100,39.0,43.0,4.0,10.0,4.0
S00177368,97,37.0,39.0,1.0,14.0,6.0
S00177369,66,42.0,9.0,1.0,9.0,3.0
S00177370,126,33.0,71.0,4.0,8.0,10.0
S00177371,137,31.0,93.0,3.0,7.0,3.0
S00177372,59,39.0,2.0,7.0,11.0,1.0
S00177373,101,38.0,43.0,2.0,10.0,7.0
S00177374,69,33.0,11.0,4.0,13.0,8.0
S00177375,56,17.0,20.0,0.0,4.0,12.0
S00177376,172,67.0,30.0,6.0,15.0,51.0
S00177377,101,30.0,60.0,1.0,7.0,2.0
S00177378,83,43.0,26.0,3.0,11.0,4.0
S00177379,87,31.0,40.0,1.0,9.0,1.0
S00177380,121,42.0,64.0,3.0,10.0,3.0
S00177381,89,11.0,71.0,1.0,2.0,1.0
S00177382,73,27.0,28.0,1.0,9.0,8.0
S00177383,153,23.0,119.0,2.0,2.0,4.0
S00177384,131,46.0,78.0,0.0,2.0,0.0
S00177385,123,52.0,50.0,2.0,11.0,9.0
S00177386,106,52.0,35.0,0.0,12.0,8.0
S00177387,144,54.0,72.0,6.0,7.0,6.0
S00177388,58,17.0,32.0,0.0,5.0,4.0
S00177389,112,47.0,37.0,2.0,20.0,6.0
S00177390,110,42.0,47.0,4.0,9.0,8.0
S00177391,93,20.0,53.0,3.0,7.0,14.0
S00177392,115,53.0,52.0,1.0,7.0,4.0
S00177393,96,19.0,62.0,2.0,2.0,9.0
S00177394,86,26.0,38.0,5.0,5.0,9.0
S00177395,152,45.0,82.0,2.0,7.0,12.0
S00177396,69,23.0,31.0,3.0,4.0,10.0
S00177397,68,23.0,33.0,2.0,6.0,6.0
S00177398,88,32.0,51.0,0.0,2.0,3.0
S00177399,99,29.0,50.0,6.0,4.0,9.0
S00177400,72,12.0,38.0,0.0,2.0,17.0
S00177401,70,31.0,30.0,3.0,2.0,5.0
S00177402,70,39.0,17.0,2.0,10.0,3.0
S00177403,66,26.0,30.0,2.0,0.0,8.0
S00177404,58,22.0,12.0,4.0,11.0,7.0
S00177405,61,24.0,26.0,2.0,3.0,5.0
S00177406,85,27.0,31.0,2.0,5.0,17.0
S00177407,63,32.0,16.0,5.0,7.0,4.0
S00177408,95,38.0,19.0,6.0,16.0,16.0
S00177409,122,30.0,86.0,0.0,4.0,4.0
S00177410,102,38.0,48.0,5.0,7.0,4.0
S00177411,162,50.0,102.0,0.0,5.0,5.0
S00177412,150,38.0,99.0,1.0,8.0,3.0
S00177413,66,16.0,37.0,1.0,1.0,11.0
S00177414,73,27.0,26.0,2.0,6.0,8.0
S00177415,103,42.0,38.0,5.0,11.0,7.0
S00177416,89,41.0,39.0,2.0,5.0,3.0
S00177417,58,29.0,9.0,0.0,11.0,4.0
S00177418,195,49.0,131.0,3.0,6.0,5.0
S00177419,73,27.0,20.0,3.0,16.0,8.0
S00177420,132,53.0,54.0,0.0,12.0,12.0
S00177421,77,33.0,21.0,5.0,12.0,6.0
S00177422,131,40.0,54.0,2.0,21.0,18.0
S00177423,165,41.0,111.0,5.0,3.0,5.0
S00177424,121,39.0,56.0,3.0,17.0,10.0
S00177425,90,25.0,58.0,1.0,6.0,2.0
S00177426,74,41.0,16.0,5.0,11.0,1.0
S00177427,140,34.0,100.0,3.0,2.0,1.0
S00177428,69,32.0,12.0,4.0,10.0,8.0
S00177429,83,30.0,35.0,4.0,9.0,8.0
S00177430,78,36.0,25.0,2.0,10.0,5.0
S00177431,99,21.0,66.0,3.0,3.0,7.0
S00177432,91,24.0,50.0,6.0,7.0,5.0
S00177433,70,35.0,16.0,0.0,5.0,13.0
S00177434,118,25.0,76.0,2.0,5.0,10.0
S00177435,85,50.0,21.0,1.0,8.0,6.0
S00177436,113,22.0,68.0,2.0,9.0,12.0
S00177437,97,41.0,39.0,2.0,3.0,9.0
S00177438,155,23.0,69.0,0.0,6.0,52.0
S00177439,86,38.0,24.0,4.0,11.0,5.0
S00177440,89,32.0,41.0,4.0,9.0,5.0
S00177441,73,42.0,9.0,5.0,9.0,3.0
S00177442,71,16.0,18.0,4.0,19.0,17.0
S00177443,89,34.0,32.0,3.0,12.0,8.0
S00177444,69,28.0,30.0,4.0,5.0,4.0
S00177445,124,45.0,47.0,4.0,13.0,16.0
S00177446,98,19.0,74.0,0.0,3.0,2.0
S00177447,81,36.0,26.0,3.0,6.0,5.0
S00177448,65,28.0,25.0,3.0,5.0,2.0
S00177449,57,31.0,15.0,0.0,5.0,3.0
S00177450,72,29.0,27.0,5.0,6.0,9.0
S00177451,153,32.0,108.0,4.0,3.0,5.0
S00177452,92,36.0,42.0,3.0,5.0,6.0
S00177453,154,43.0,88.0,0.0,5.0,17.0
S00177454,117,42.0,50.0,0.0,13.0,8.0
S00177455,96,17.0,52.0,5.0,10.0,10.0
S00177456,72,35.0,21.0,0.0,10.0,5.0
S00177457,73,24.0,30.0,1.0,12.0,4.0
S00177458,104,35.0,42.0,3.0,10.0,13.0
S00177459,112,19.0,85.0,0.0,2.0,6.0
S00177460,130,53.0,55.0,0.0,11.0,11.0
S00177461,102,58.0,21.0,5.0,10.0,6.0
S00177462,105,44.0,34.0,0.0,26.0,5.0
S00177463,88,42.0,34.0,2.0,7.0,3.0
S00177464,95,33.0,44.0,4.0,9.0,6.0
S00177465,60,30.0,23.0,3.0,2.0,1.0
S00177466,85,26.0,41.0,4.0,10.0,5.0
S00177467,100,46.0,17.0,6.0,20.0,14.0
S00177468,126,52.0,41.0,2.0,14.0,17.0
S00177469,165,36.0,125.0,2.0,4.0,2.0
S00177470,78,33.0,15.0,7.0,19.0,9.0
S00177471,80,28.0,21.0,1.0,13.0,18.0
S00177472,116,21.0,70.0,4.0,4.0,19.0
S00177473,121,53.0,56.0,1.0,6.0,5.0
S00177474,145,35.0,68.0,2.0,9.0,28.0
S00177475,61,15.0,38.0,2.0,4.0,3.0
S00177476,90,55.0,9.0,1.0,16.0,9.0
S00177477,73,28.0,34.0,2.0,6.0,4.0
S00177478,55,28.0,6.0,2.0,5.0,10.0
S00177479,102,43.0,39.0,1.0,8.0,11.0
S00177480,100,29.0,53.0,4.0,7.0,5.0
S00177481,84,42.0,24.0,5.0,17.0,1.0
S00177482,88,36.0,42.0,1.0,7.0,4.0
S00177483,87,33.0,44.0,0.0,0.0,8.0
S00177484,56,37.0,5.0,1.0,10.0,3.0
S00177485,106,43.0,46.0,1.0,7.0,9.0
S00177486,99,34.0,43.0,3.0,6.0,10.0
S00177487,73,29.0,30.0,1.0,8.0,5.0
S00177488,96,40.0,37.0,4.0,10.0,8.0
S00177489,98,37.0,46.0,3.0,9.0,7.0
S00177490,99,23.0,63.0,2.0,4.0,4.0
S00177491,115,46.0,41.0,7.0,11.0,10.0
S00177492,78,34.0,24.0,4.0,9.0,7.0
S00177493,85,38.0,28.0,6.0,9.0,7.0
S00177494,126,64.0,45.0,1.0,8.0,4.0
S00177495,98,48.0,27.0,4.0,7.0,10.0
S00177496,52,23.0,16.0,2.0,8.0,3.0
S00177497,102,33.0,62.0,1.0,4.0,4.0
S00177498,76,37.0,32.0,1.0,3.0,2.0
S00177499,93,28.0,56.0,0.0,4.0,4.0
S00177500,50,11.0,24.0,4.0,4.0,2.0
S00177501,93,26.0,48.0,3.0,9.0,5.0
S00177502,98,32.0,54.0,1.0,9.0,5.0
S00177503,86,38.0,27.0,6.0,6.0,6.0
S00177504,94,35.0,44.0,4.0,4.0,7.0
S00177505,122,42.0,64.0,0.0,12.0,4.0
S00177506,110,22.0,74.0,1.0,2.0,11.0
S00177507,77,39.0,23.0,5.0,4.0,6.0
S00177508,90,44.0,27.0,3.0,11.0,1.0
S00177509,76,34.0,28.0,3.0,4.0,5.0
S00177510,72,32.0,24.0,1.0,4.0,10.0
S00177511,141,56.0,66.0,0.0,6.0,11.0
S00177512,132,54.0,54.0,3.0,19.0,8.0
S00177513,58,13.0,34.0,0.0,2.0,7.0
S00177514,106,28.0,66.0,3.0,7.0,1.0
S00177515,83,32.0,43.0,2.0,6.0,3.0
S00177516,60,14.0,41.0,2.0,2.0,4.0
S00177517,71,14.0,37.0,0.0,7.0,13.0
S00177518,64,27.0,34.0,2.0,3.0,0.0
S00177519,122,46.0,49.0,4.0,10.0,10.0
S00177520,86,35.0,44.0,2.0,3.0,4.0
S00177521,108,48.0,32.0,5.0,15.0,6.0
S00177522,105,25.0,57.0,2.0,8.0,9.0
S00177523,101,31.0,48.0,4.0,7.0,11.0
S00177524,74,31.0,31.0,1.0,6.0,5.0
S00177525,58,37.0,10.0,1.0,6.0,4.0
S00177526,76,28.0,38.0,1.0,1.0,10.0
S00177527,74,29.0,32.0,5.0,10.0,1.0
S00177528,86,42.0,37.0,2.0,5.0,2.0
S00177529,65,35.0,14.0,3.0,8.0,7.0
S00177530,124,27.0,80.0,5.0,4.0,4.0
S00177531,78,42.0,22.0,2.0,8.0,5.0
S00177532,99,36.0,33.0,2.0,16.0,14.0
S00177533,84,16.0,60.0,2.0,4.0,6.0
S00177534,93,25.0,62.0,0.0,2.0,2.0
S00177535,99,34.0,51.0,3.0,5.0,7.0
S00177536,143,48.0,78.0,0.0,9.0,8.0
S00177537,110,24.0,68.0,2.0,7.0,9.0
S00177538,131,24.0,91.0,0.0,0.0,16.0
S00177539,78,19.0,46.0,1.0,4.0,5.0
S00177540,157,39.0,103.0,3.0,4.0,7.0
S00177541,73,36.0,14.0,4.0,10.0,9.0
S00177542,60,26.0,16.0,0.0,8.0,9.0
S00177543,109,53.0,35.0,3.0,10.0,8.0
S00177544,76,30.0,32.0,4.0,2.0,7.0
S00177545,109,41.0,48.0,0.0,6.0,10.0
S00177546,73,35.0,22.0,1.0,9.0,6.0
S00177547,139,31.0,86.0,5.0,3.0,16.0
S00177548,101,34.0,54.0,2.0,7.0,7.0
S00177549,86,42.0,29.0,2.0,9.0,3.0
S00177550,97,38.0,42.0,2.0,10.0,5.0
S00177551,129,22.0,92.0,2.0,6.0,7.0
S00177552,68,11.0,12.0,0.0,16.0,27.0
S00177553,176,71.0,91.0,1.0,5.0,4.0
S00177554,190,52.0,116.0,2.0,10.0,11.0
S00177555,142,33.0,81.0,4.0,14.0,13.0
S00177556,101,32.0,49.0,2.0,9.0,8.0
S00177557,133,43.0,66.0,8.0,11.0,7.0
S00177558,75,28.0,25.0,6.0,11.0,7.0
S00177559,94,22.0,63.0,1.0,3.0,3.0
S00177560,51,16.0,19.0,2.0,4.0,9.0
S00177561,65,37.0,11.0,3.0,7.0,6.0
S00177562,109,26.0,70.0,2.0,4.0,5.0
S00177563,94,31.0,52.0,1.0,9.0,2.0
S00177564,76,22.0,34.0,1.0,10.0,5.0
S00177565,82,29.0,35.0,3.0,4.0,7.0
S00177566,80,42.0,24.0,0.0,10.0,4.0
S00177567,91,45.0,18.0,8.0,10.0,4.0
S00177568,133,35.0,93.0,1.0,4.0,1.0
S00177569,127,49.0,25.0,6.0,36.0,11.0
S00177570,107,37.0,63.0,1.0,3.0,3.0
S00177571,137,55.0,29.0,10.0,30.0,9.0
S00177572,117,31.0,69.0,2.0,7.0,8.0
S00177573,101,26.0,35.0,0.0,16.0,22.0
S00177574,105,47.0,34.0,7.0,15.0,9.0
S00177575,97,33.0,62.0,0.0,2.0,1.0
S00177576,82,26.0,36.0,4.0,9.0,10.0
S00177577,47,29.0,11.0,0.0,5.0,6.0
S00177578,96,53.0,26.0,3.0,13.0,3.0
S00177579,146,40.0,85.0,5.0,9.0,7.0
S00177580,173,65.0,90.0,3.0,13.0,1.0
S00177581,88,30.0,37.0,5.0,3.0,11.0
S00177582,69,21.0,34.0,3.0,5.0,7.0
S00177583,62,25.0,20.0,3.0,11.0,1.0
S00177584,118,37.0,74.0,2.0,5.0,0.0
S00177585,131,65.0,44.0,3.0,10.0,8.0
S00177586,50,26.0,13.0,3.0,6.0,2.0
S00177587,115,36.0,65.0,0.0,6.0,5.0
S00177588,88,30.0,26.0,0.0,14.0,8.0
S00177589,97,48.0,34.0,4.0,8.0,2.0
S00177590,77,39.0,14.0,4.0,16.0,5.0
S00177591,116,21.0,79.0,3.0,4.0,9.0
S00177592,92,24.0,42.0,4.0,10.0,12.0
S00177593,126,43.0,63.0,4.0,5.0,11.0
S00177594,97,42.0,46.0,3.0,3.0,5.0
S00177595,92,38.0,14.0,8.0,23.0,9.0
S00177596,58,15.0,33.0,1.0,4.0,5.0
S00177597,100,20.0,62.0,0.0,9.0,9.0
S00177598,119,28.0,70.0,2.0,14.0,7.0
S00177599,104,26.0,67.0,0.0,8.0,3.0
S00177600,94,39.0,36.0,2.0,9.0,8.0
S00177601,88,32.0,48.0,0.0,5.0,3.0
S00177602,88,35.0,35.0,3.0,6.0,10.0
S00177603,94,31.0,37.0,7.0,11.0,6.0
S00177604,124,46.0,54.0,4.0,10.0,11.0
S00177605,119,36.0,43.0,4.0,11.0,26.0
S00177606,93,24.0,56.0,0.0,4.0,10.0
S00177607,122,19.0,94.0,0.0,4.0,7.0
S00177608,99,21.0,62.0,3.0,9.0,5.0
S00177609,110,52.0,36.0,1.0,13.0,6.0
S00177610,92,23.0,58.0,4.0,3.0,4.0
S00177611,89,23.0,63.0,0.0,2.0,2.0
S00177612,75,31.0,18.0,6.0,9.0,7.0
S00177613,100,58.0,15.0,3.0,15.0,5.0
S00177614,96,25.0,43.0,2.0,15.0,11.0
S00177615,82,32.0,28.0,6.0,10.0,7.0
S00177616,65,37.0,13.0,1.0,13.0,2.0
S00177617,104,32.0,62.0,0.0,9.0,5.0
S00177618,49,30.0,10.0,1.0,3.0,6.0
S00177619,77,32.0,30.0,7.0,4.0,3.0
S00177620,122,46.0,43.0,7.0,12.0,14.0
S00177621,80,24.0,46.0,3.0,5.0,6.0
S00177622,83,35.0,42.0,1.0,2.0,0.0
S00177623,105,34.0,60.0,4.0,4.0,3.0
S00177624,100,33.0,41.0,8.0,9.0,12.0
S00177625,75,24.0,22.0,4.0,14.0,12.0
S00177626,63,34.0,20.0,1.0,4.0,0.0
S00177627,63,30.0,18.0,0.0,12.0,5.0
S00177628,99,45.0,52.0,1.0,2.0,3.0
S00177629,89,27.0,50.0,2.0,4.0,8.0
S00177630,55,23.0,11.0,5.0,9.0,2.0
S00177631,165,47.0,94.0,3.0,8.0,12.0
S00177632,100,34.0,36.0,5.0,17.0,8.0
S00177633,108,47.0,57.0,2.0,4.0,2.0
S00177634,82,24.0,46.0,1.0,5.0,4.0
S00177635,64,35.0,16.0,5.0,6.0,2.0
S00177636,101,33.0,55.0,1.0,3.0,11.0
S00177637,107,36.0,56.0,2.0,8.0,5.0
S00177638,99,30.0,50.0,3.0,10.0,6.0
S00177639,98,46.0,40.0,6.0,7.0,3.0
S00177640,110,22.0,76.0,2.0,4.0,7.0
S00177641,108,47.0,37.0,2.0,13.0,8.0
S00177642,105,41.0,43.0,4.0,6.0,7.0
S00177643,124,54.0,50.0,3.0,9.0,8.0
S00177644,123,39.0,72.0,0.0,7.0,0.0
S00177645,69,22.0,41.0,1.0,3.0,4.0
S00177646,86,33.0,40.0,2.0,6.0,4.0
S00177647,59,25.0,32.0,0.0,1.0,2.0
S00177648,73,39.0,22.0,5.0,3.0,4.0
S00177649,69,23.0,41.0,1.0,2.0,5.0
S00177650,138,45.0,56.0,8.0,20.0,7.0
S00177651,80,30.0,31.0,1.0,12.0,8.0
S00177652,72,25.0,30.0,3.0,8.0,6.0
S00177653,93,38.0,36.0,1.0,9.0,3.0
S00177654,104,42.0,49.0,5.0,9.0,1.0
S00177655,79,29.0,48.0,0.0,2.0,0.0
S00177656,106,42.0,49.0,5.0,5.0,8.0
S00177657,141,22.0,93.0,1.0,17.0,9.0
S00177658,139,59.0,60.0,6.0,10.0,7.0
S00177659,109,47.0,50.0,0.0,9.0,3.0
S00177660,81,24.0,37.0,2.0,4.0,7.0
S00177661,87,22.0,56.0,1.0,4.0,4.0
S00177662,76,30.0,36.0,0.0,9.0,3.0
S00177663,117,50.0,46.0,5.0,8.0,11.0
S00177664,113,31.0,78.0,2.0,4.0,5.0
S00177665,90,41.0,42.0,0.0,6.0,1.0
S00177666,151,42.0,93.0,0.0,9.0,7.0
S00177667,184,49.0,56.0,2.0,18.0,59.0
S00177668,105,54.0,28.0,0.0,15.0,8.0
S00177669,80,34.0,35.0,1.0,4.0,5.0
S00177670,124,46.0,60.0,4.0,7.0,4.0
S00177671,58,14.0,40.0,1.0,2.0,2.0
S00177672,100,31.0,41.0,5.0,15.0,9.0
S00177673,108,31.0,67.0,1.0,5.0,6.0
S00177674,82,34.0,22.0,1.0,13.0,7.0
S00177675,81,21.0,47.0,0.0,6.0,3.0
S00177676,70,31.0,38.0,1.0,2.0,1.0
S00177677,73,27.0,32.0,1.0,4.0,5.0
S00177678,71,18.0,38.0,4.0,11.0,4.0
S00177679,91,29.0,54.0,0.0,5.0,2.0
S00177680,96,27.0,55.0,0.0,8.0,10.0
S00177681,88,39.0,33.0,1.0,11.0,4.0
S00177682,131,42.0,80.0,0.0,4.0,3.0
S00177683,81,27.0,32.0,1.0,14.0,7.0
S00177684,90,23.0,58.0,2.0,6.0,1.0
S00177685,82,36.0,33.0,2.0,7.0,4.0
S00177686,59,36.0,16.0,3.0,4.0,0.0
S00177687,139,42.0,78.0,2.0,10.0,6.0
S00177688,117,41.0,75.0,1.0,2.0,1.0
S00177689,71,20.0,32.0,2.0,5.0,8.0
S00177690,55,18.0,27.0,0.0,4.0,9.0
S00177691,84,29.0,37.0,1.0,10.0,6.0
S00177692,132,35.0,63.0,4.0,10.0,12.0
S00177693,94,30.0,46.0,2.0,9.0,7.0
S00177694,79,31.0,33.0,4.0,6.0,7.0
S00177695,139,61.0,60.0,1.0,14.0,5.0
S00177696,110,45.0,47.0,2.0,7.0,9.0
S00177697,118,39.0,31.0,5.0,6.0,41.0
S00177698,145,48.0,74.0,5.0,8.0,7.0
S00177699,129,52.0,52.0,7.0,14.0,7.0
S00177700,141,35.0,79.0,3.0,10.0,13.0
S00177701,102,35.0,48.0,4.0,13.0,4.0
S00177702,103,51.0,36.0,1.0,7.0,8.0
S00177703,98,37.0,36.0,4.0,17.0,11.0
S00177704,141,53.0,52.0,7.0,16.0,10.0
S00177705,108,40.0,37.0,7.0,14.0,13.0
S00177706,130,41.0,60.0,3.0,17.0,6.0
S00177707,123,61.0,43.0,8.0,14.0,4.0
S00177708,89,30.0,46.0,0.0,5.0,5.0
S00177709,98,40.0,50.0,2.0,6.0,4.0
S00177710,140,41.0,91.0,2.0,6.0,3.0
S00177711,61,17.0,34.0,0.0,3.0,6.0
S00177712,124,41.0,54.0,7.0,15.0,7.0
S00177713,103,32.0,52.0,2.0,8.0,10.0
S00177714,98,41.0,41.0,2.0,6.0,8.0
S00177715,130,40.0,66.0,2.0,19.0,1.0
S00177716,78,27.0,40.0,4.0,2.0,5.0
S00177717,111,31.0,74.0,0.0,4.0,2.0
S00177718,123,30.0,64.0,4.0,13.0,12.0
S00177719,91,50.0,19.0,4.0,11.0,3.0
S00177720,115,44.0,58.0,4.0,4.0,5.0
S00177721,64,31.0,24.0,1.0,7.0,5.0
S00177722,93,41.0,33.0,6.0,10.0,3.0
S00177723,153,61.0,59.0,4.0,15.0,12.0
S00177724,120,24.0,51.0,12.0,9.0,28.0
S00177725,73,15.0,46.0,3.0,4.0,5.0
S00177726,73,25.0,42.0,1.0,4.0,1.0
S00177727,122,48.0,48.0,7.0,11.0,8.0
S00177728,71,28.0,25.0,5.0,11.0,4.0
S00177729,91,37.0,37.0,5.0,7.0,4.0
S00177730,141,45.0,76.0,3.0,7.0,8.0
S00177731,63,25.0,22.0,1.0,8.0,7.0
S00177732,99,40.0,42.0,2.0,7.0,6.0
S00177733,119,45.0,44.0,3.0,10.0,17.0
S00177734,113,41.0,53.0,2.0,10.0,8.0
S00177735,176,63.0,97.0,4.0,3.0,6.0
S00177736,62,31.0,24.0,2.0,4.0,1.0
S00177737,77,28.0,34.0,5.0,5.0,10.0
S00177738,105,32.0,63.0,0.0,4.0,1.0
S00177739,132,49.0,56.0,4.0,14.0,8.0
S00177740,137,34.0,87.0,3.0,6.0,10.0
S00177741,111,39.0,58.0,2.0,11.0,4.0
S00177742,135,43.0,79.0,1.0,4.0,6.0
S00177743,112,70.0,34.0,2.0,4.0,2.0
S00177744,74,28.0,29.0,0.0,10.0,10.0
S00177745,118,39.0,58.0,4.0,8.0,9.0
S00177746,116,30.0,37.0,4.0,16.0,25.0
S00177747,113,44.0,48.0,3.0,8.0,6.0
S00177748,103,58.0,35.0,2.0,3.0,1.0
S00177749,121,49.0,45.0,3.0,13.0,13.0
S00177750,55,26.0,22.0,0.0,6.0,3.0
S00177751,99,28.0,56.0,3.0,8.0,3.0
S00177752,90,39.0,35.0,4.0,7.0,5.0
S00177753,108,30.0,57.0,1.0,6.0,14.0
S00177754,100,30.0,65.0,4.0,2.0,1.0
S00177755,97,35.0,50.0,4.0,5.0,4.0
S00177756,96,27.0,44.0,2.0,9.0,14.0
S00177757,128,56.0,63.0,2.0,8.0,1.0
S00177758,62,25.0,30.0,2.0,3.0,4.0
S00177759,121,37.0,67.0,1.0,4.0,12.0
S00177760,64,14.0,39.0,3.0,4.0,4.0
S00177761,95,40.0,45.0,0.0,5.0,8.0
S00177762,90,23.0,45.0,7.0,7.0,9.0
S00177763,60,28.0,13.0,2.0,7.0,4.0
S00177764,121,21.0,68.0,0.0,6.0,24.0
S00177765,70,21.0,38.0,0.0,8.0,1.0
S00177766,74,36.0,22.0,3.0,10.0,5.0
S00177767,87,30.0,42.0,1.0,5.0,8.0
S00177768,95,18.0,57.0,3.0,6.0,7.0
S00177769,121,68.0,30.0,5.0,10.0,7.0
S00177770,110,35.0,54.0,1.0,13.0,8.0
S00177771,129,53.0,66.0,5.0,5.0,2.0
S00177772,113,30.0,58.0,3.0,5.0,16.0
S00177773,96,39.0,41.0,2.0,10.0,6.0
S00177774,129,46.0,61.0,5.0,6.0,10.0
S00177775,147,50.0,88.0,1.0,6.0,2.0
S00177776,110,44.0,49.0,0.0,6.0,6.0
S00177777,102,42.0,41.0,4.0,7.0,8.0
S00177778,151,57.0,59.0,4.0,16.0,15.0
S00177779,165,40.0,99.0,1.0,8.0,17.0
S00177780,106,39.0,41.0,4.0,10.0,12.0
S00177781,89,27.0,43.0,1.0,11.0,5.0
S00177782,50,7.0,22.0,3.0,11.0,12.0
S00177783,136,41.0,70.0,7.0,6.0,13.0
S00177784,198,70.0,98.0,5.0,20.0,4.0
S00177785,164,40.0,107.0,4.0,9.0,9.0
S00177786,105,46.0,45.0,2.0,12.0,4.0
S00177787,96,26.0,62.0,0.0,2.0,1.0
S00177788,53,19.0,20.0,4.0,4.0,6.0
S00177789,54,15.0,26.0,2.0,8.0,4.0
S00177790,177,75.0,70.0,5.0,16.0,8.0
S00177791,74,26.0,34.0,1.0,5.0,8.0
S00177792,122,62.0,51.0,2.0,7.0,3.0
S00177793,67,24.0,34.0,2.0,4.0,4.0
S00177794,125,58.0,50.0,2.0,12.0,2.0
S00177795,89,39.0,44.0,0.0,2.0,3.0
S00177796,118,33.0,65.0,0.0,12.0,12.0
S00177797,82,34.0,25.0,4.0,17.0,3.0
S00177798,150,61.0,70.0,1.0,9.0,9.0
S00177799,73,25.0,40.0,1.0,3.0,4.0
S00177800,97,37.0,40.0,1.0,8.0,8.0
S00177801,117,32.0,63.0,5.0,10.0,9.0
S00177802,168,38.0,110.0,4.0,11.0,3.0
S00177803,115,31.0,74.0,1.0,5.0,6.0
S00177804,93,24.0,48.0,3.0,5.0,14.0
S00177805,108,36.0,48.0,1.0,13.0,10.0
S00177806,157,44.0,104.0,1.0,7.0,1.0
S00177807,111,28.0,76.0,2.0,4.0,1.0
S00177808,103,29.0,46.0,5.0,12.0,11.0
S00177809,57,22.0,32.0,2.0,1.0,0.0
S00177810,88,22.0,48.0,2.0,10.0,6.0
S00177811,154,45.0,101.0,1.0,4.0,3.0
S00177812,79,38.0,34.0,1.0,3.0,1.0
S00177813,67,23.0,29.0,4.0,9.0,4.0
S00177814,114,47.0,42.0,9.0,11.0,5.0
S00177815,63,8.0,21.0,3.0,6.0,23.0
S00177816,107,27.0,60.0,1.0,7.0,12.0
S00177817,84,18.0,56.0,1.0,6.0,3.0
S00177818,83,38.0,25.0,2.0,8.0,4.0
S00177819,73,17.0,46.0,5.0,2.0,2.0
S00177820,75,20.0,42.0,0.0,9.0,6.0
S00177821,83,27.0,35.0,0.0,7.0,12.0
S00177822,132,46.0,64.0,2.0,7.0,14.0
S00177823,142,47.0,63.0,3.0,10.0,19.0
S00177824,73,18.0,43.0,2.0,4.0,5.0
S00177825,81,24.0,53.0,2.0,5.0,0.0
S00177826,127,24.0,74.0,2.0,14.0,14.0
S00177827,77,20.0,36.0,3.0,6.0,10.0
S00177828,83,24.0,42.0,0.0,9.0,5.0
S00177829,77,26.0,35.0,3.0,6.0,3.0
S00177830,117,33.0,67.0,4.0,9.0,4.0
S00177831,83,29.0,33.0,5.0,10.0,6.0
S00177832,78,28.0,32.0,5.0,7.0,6.0
S00177833,94,35.0,43.0,2.0,4.0,10.0
S00177834,98,17.0,56.0,2.0,10.0,16.0
S00177835,91,34.0,41.0,6.0,8.0,5.0
S00177836,143,39.0,40.0,3.0,6.0,52.0
S00177837,68,25.0,28.0,4.0,7.0,4.0
S00177838,104,20.0,76.0,0.0,7.0,0.0
S00177839,98,35.0,52.0,0.0,6.0,0.0
S00177840,74,20.0,47.0,0.0,5.0,0.0
S00177841,216,38.0,78.0,3.0,16.0,81.0
S00177842,126,36.0,61.0,4.0,18.0,7.0
S00177843,95,34.0,44.0,0.0,10.0,7.0
S00177844,71,23.0,44.0,0.0,3.0,1.0
S00177845,81,13.0,57.0,2.0,4.0,10.0
S00177846,167,49.0,103.0,7.0,5.0,0.0
S00177847,186,71.0,99.0,5.0,7.0,5.0
S00177848,99,35.0,52.0,4.0,4.0,4.0
S00177849,143,44.0,89.0,1.0,7.0,4.0
S00177850,134,48.0,65.0,4.0,8.0,7.0
S00177851,61,28.0,15.0,3.0,7.0,6.0
S00177852,58,26.0,11.0,3.0,11.0,3.0
S00177853,127,42.0,78.0,0.0,8.0,0.0
S00177854,128,57.0,43.0,5.0,21.0,1.0
S00177855,89,30.0,42.0,5.0,6.0,6.0
S00177856,112,28.0,70.0,1.0,5.0,9.0
S00177857,121,37.0,70.0,1.0,1.0,9.0
S00177858,57,21.0,22.0,1.0,9.0,4.0
S00177859,73,37.0,21.0,0.0,8.0,6.0
S00177860,81,28.0,34.0,5.0,9.0,4.0
S00177861,161,56.0,82.0,2.0,5.0,16.0
S00177862,155,42.0,106.0,1.0,8.0,0.0
S00177863,166,52.0,103.0,1.0,3.0,6.0
S00177864,87,40.0,37.0,3.0,3.0,5.0
S00177865,120,36.0,73.0,1.0,5.0,4.0
S00177866,64,24.0,29.0,3.0,4.0,0.0
S00177867,83,34.0,31.0,3.0,10.0,9.0
S00177868,174,43.0,121.0,2.0,7.0,1.0
S00177869,104,45.0,22.0,4.0,12.0,17.0
S00177870,150,42.0,99.0,2.0,8.0,1.0
S00177871,123,37.0,75.0,4.0,6.0,0.0
S00177872,68,23.0,35.0,2.0,5.0,1.0
S00177873,121,39.0,62.0,1.0,10.0,3.0
