OA,UV1040001,UV1040002,UV1040003,UV1040004,UV1040005,UV1040006
S00177874,124,32.0,83.0,2.0,3.0,8.0
S00177875,87,26.0,50.0,0.0,3.0,8.0
S00177876,101,33.0,46.0,3.0,7.0,10.0
S00177877,99,44.0,34.0,3.0,11.0,7.0
S00177878,98,28.0,38.0,4.0,10.0,18.0
S00177879,114,39.0,47.0,4.0,9.0,15.0
S00177880,81,27.0,40.0,1.0,9.0,3.0
S00177881,123,38.0,57.0,4.0,16.0,10.0
S00177882,78,29.0,22.0,4.0,12.0,10.0
S00177883,124,24.0,90.0,2.0,2.0,2.0
S00177884,127,47.0,78.0,0.0,2.0,1.0
S00177885,68,42.0,8.0,2.0,12.0,3.0
S00177886,128,36.0,83.0,1.0,8.0,0.0
S00177887,122,41.0,48.0,8.0,17.0,8.0
S00177888,151,43.0,100.0,2.0,3.0,4.0
S00177889,128,28.0,85.0,3.0,6.0,5.0
S00177890,116,39.0,67.0,3.0,6.0,1.0
S00177891,62,24.0,19.0,1.0,9.0,7.0
S00177892,70,20.0,40.0,5.0,6.0,3.0
S00177893,70,15.0,49.0,0.0,2.0,3.0
S00177894,119,52.0,46.0,5.0,7.0,9.0
S00177895,78,29.0,45.0,0.0,0.0,0.0
S00177896,84,9.0,63.0,3.0,5.0,4.0
S00177897,90,25.0,58.0,0.0,6.0,2.0
S00177898,70,19.0,28.0,2.0,9.0,12.0
S00177899,127,45.0,54.0,2.0,16.0,11.0
S00177900,107,27.0,71.0,1.0,5.0,4.0
S00177901,135,57.0,68.0,1.0,7.0,1.0
S00177902,86,24.0,51.0,2.0,2.0,6.0
S00177903,96,37.0,39.0,2.0,15.0,7.0
S00177904,91,27.0,54.0,0.0,6.0,4.0
S00177905,85,32.0,23.0,2.0,16.0,8.0
S00177906,108,47.0,26.0,5.0,11.0,19.0
S00177907,156,56.0,95.0,0.0,3.0,3.0
S00177908,91,36.0,38.0,3.0,7.0,7.0
S00177909,70,29.0,28.0,1.0,4.0,8.0
S00177910,86,39.0,26.0,1.0,7.0,7.0
S00177911,54,23.0,21.0,5.0,9.0,2.0
S00177912,148,29.0,110.0,1.0,2.0,3.0
S00177913,90,37.0,38.0,1.0,8.0,6.0
S00177914,92,30.0,42.0,5.0,7.0,13.0
S00177915,150,31.0,82.0,3.0,11.0,23.0
S00177916,109,27.0,59.0,0.0,10.0,13.0
S00177917,63,22.0,33.0,1.0,2.0,7.0
S00177918,93,38.0,25.0,1.0,17.0,11.0
S00177919,93,18.0,62.0,0.0,6.0,8.0
S00177920,58,26.0,22.0,0.0,3.0,7.0
S00177921,60,14.0,32.0,1.0,9.0,4.0
S00177922,81,29.0,36.0,1.0,8.0,7.0
S00177923,69,18.0,43.0,2.0,0.0,8.0
S00177924,118,51.0,53.0,1.0,6.0,9.0
S00177925,164,73.0,84.0,4.0,3.0,0.0
S00177926,145,47.0,73.0,4.0,12.0,9.0
S00177927,57,11.0,40.0,0.0,0.0,0.0
S00177928,68,15.0,49.0,0.0,0.0,3.0
S00177929,105,21.0,67.0,0.0,8.0,8.0
S00177930,133,36.0,75.0,1.0,14.0,7.0
S00177931,63,21.0,32.0,1.0,4.0,2.0
S00177932,70,16.0,41.0,0.0,8.0,8.0
S00177933,80,30.0,30.0,2.0,15.0,7.0
S00177934,162,45.0,105.0,2.0,8.0,3.0
S00177935,61,17.0,24.0,5.0,13.0,6.0
S00177936,96,39.0,39.0,4.0,10.0,6.0
S00177937,157,27.0,117.0,0.0,6.0,7.0
S00177938,59,20.0,32.0,0.0,2.0,7.0
S00177939,150,27.0,97.0,6.0,11.0,9.0
S00177940,87,39.0,21.0,4.0,13.0,10.0
S00177941,117,29.0,68.0,1.0,10.0,9.0
S00177942,101,28.0,55.0,2.0,12.0,10.0
S00177943,59,11.0,26.0,2.0,10.0,10.0
S00177944,75,13.0,48.0,2.0,4.0,8.0
S00177945,77,16.0,50.0,0.0,1.0,9.0
S00177946,110,22.0,75.0,1.0,8.0,7.0
S00177947,111,30.0,61.0,1.0,8.0,7.0
S00177948,96,24.0,52.0,0.0,8.0,8.0
S00177949,122,32.0,76.0,1.0,4.0,8.0
S00177950,59,23.0,27.0,0.0,4.0,7.0
S00177951,103,31.0,53.0,1.0,4.0,12.0
S00177952,77,30.0,26.0,1.0,11.0,7.0
S00177953,64,24.0,16.0,1.0,13.0,10.0
S00177954,116,36.0,48.0,3.0,9.0,16.0
S00177955,84,22.0,44.0,1.0,4.0,11.0
S00177956,128,32.0,80.0,1.0,9.0,8.0
S00177957,158,40.0,100.0,1.0,8.0,9.0
S00177958,58,15.0,36.0,1.0,2.0,5.0
S00177959,93,23.0,54.0,0.0,6.0,10.0
S00177960,99,35.0,37.0,8.0,10.0,7.0
S00177961,111,36.0,29.0,4.0,10.0,29.0
S00177962,161,39.0,88.0,3.0,8.0,23.0
S00177963,64,29.0,26.0,4.0,5.0,3.0
S00177964,120,32.0,63.0,3.0,7.0,17.0
S00177965,95,17.0,54.0,4.0,8.0,16.0
S00177966,102,41.0,44.0,4.0,5.0,8.0
S00177967,103,37.0,48.0,0.0,9.0,8.0
S00177968,59,29.0,19.0,7.0,8.0,2.0
S00177969,127,39.0,67.0,1.0,10.0,13.0
S00177970,140,34.0,85.0,4.0,12.0,2.0
S00177971,63,25.0,18.0,9.0,6.0,5.0
S00177972,106,42.0,41.0,3.0,12.0,8.0
S00177973,85,21.0,52.0,2.0,1.0,8.0
S00177974,94,20.0,64.0,0.0,1.0,8.0
S00177975,121,54.0,41.0,4.0,10.0,12.0
S00177976,92,30.0,35.0,6.0,10.0,11.0
S00177977,113,30.0,60.0,3.0,11.0,11.0
S00177978,75,29.0,33.0,4.0,6.0,3.0
S00177979,124,30.0,78.0,2.0,7.0,12.0
S00177980,99,29.0,52.0,1.0,10.0,3.0
S00177981,96,34.0,34.0,3.0,14.0,13.0
S00177982,250,59.0,148.0,1.0,10.0,32.0
S00177983,74,38.0,18.0,3.0,9.0,4.0
S00177984,55,6.0,15.0,4.0,16.0,16.0
S00177985,90,45.0,28.0,3.0,8.0,7.0
S00177986,98,27.0,55.0,0.0,8.0,7.0
S00177987,79,24.0,36.0,5.0,6.0,8.0
S00177988,90,39.0,40.0,0.0,4.0,7.0
S00177989,100,59.0,24.0,4.0,11.0,9.0
S00177990,73,10.0,47.0,2.0,3.0,13.0
S00177991,92,31.0,54.0,0.0,6.0,4.0
S00177992,126,32.0,70.0,1.0,8.0,11.0
S00177993,95,41.0,36.0,2.0,6.0,6.0
S00177994,62,29.0,14.0,3.0,15.0,0.0
S00177995,116,49.0,41.0,1.0,17.0,5.0
S00177996,123,39.0,59.0,3.0,8.0,18.0
S00177997,76,30.0,30.0,3.0,8.0,5.0
S00177998,124,35.0,72.0,2.0,10.0,5.0
S00177999,71,28.0,31.0,2.0,7.0,3.0
S00178000,95,32.0,36.0,3.0,14.0,12.0
S00178001,134,61.0,50.0,4.0,16.0,6.0
S00178002,59,21.0,16.0,3.0,4.0,16.0
S00178003,72,31.0,23.0,6.0,11.0,3.0
S00178004,96,46.0,32.0,6.0,4.0,8.0
S00178005,55,18.0,14.0,0.0,10.0,12.0
S00178006,58,27.0,28.0,0.0,3.0,4.0
S00178007,78,35.0,26.0,0.0,4.0,8.0
S00178008,105,57.0,22.0,7.0,13.0,6.0
S00178009,85,33.0,39.0,0.0,9.0,3.0
S00178010,77,46.0,18.0,1.0,11.0,4.0
S00178011,71,23.0,37.0,1.0,8.0,2.0
S00178012,78,30.0,25.0,0.0,7.0,12.0
S00178013,143,36.0,92.0,1.0,5.0,7.0
S00178014,54,19.0,27.0,0.0,2.0,5.0
S00178015,79,17.0,36.0,1.0,12.0,12.0
S00178016,127,56.0,51.0,2.0,9.0,12.0
S00178017,71,20.0,34.0,2.0,10.0,4.0
S00178018,93,33.0,25.0,10.0,12.0,4.0
S00178019,67,26.0,24.0,3.0,7.0,4.0
S00178020,124,32.0,80.0,2.0,6.0,4.0
S00178021,95,38.0,39.0,3.0,3.0,10.0
S00178022,69,39.0,21.0,5.0,4.0,2.0
S00178023,107,42.0,27.0,0.0,16.0,25.0
S00178024,151,45.0,85.0,1.0,11.0,9.0
S00178025,93,26.0,43.0,1.0,13.0,10.0
S00178026,87,42.0,30.0,0.0,4.0,6.0
S00178027,146,33.0,87.0,4.0,8.0,13.0
S00178028,85,41.0,38.0,1.0,6.0,0.0
S00178029,99,48.0,28.0,5.0,8.0,10.0
S00178030,74,31.0,23.0,2.0,9.0,9.0
S00178031,108,32.0,52.0,2.0,11.0,7.0
S00178032,110,49.0,35.0,7.0,13.0,8.0
S00178033,109,42.0,45.0,3.0,8.0,5.0
S00178034,60,31.0,15.0,0.0,8.0,8.0
S00178035,92,25.0,46.0,3.0,7.0,10.0
S00178036,114,46.0,37.0,3.0,13.0,15.0
S00178037,81,7.0,52.0,4.0,9.0,9.0
S00178038,120,54.0,35.0,3.0,11.0,17.0
S00178039,75,32.0,28.0,6.0,10.0,1.0
S00178040,139,26.0,85.0,1.0,7.0,15.0
S00178041,72,35.0,21.0,5.0,3.0,5.0
S00178042,87,38.0,32.0,0.0,10.0,6.0
S00178043,51,12.0,32.0,0.0,2.0,4.0
S00178044,132,71.0,33.0,5.0,15.0,8.0
S00178045,121,25.0,80.0,0.0,7.0,9.0
S00178046,92,30.0,35.0,2.0,10.0,15.0
S00178047,56,23.0,18.0,0.0,8.0,4.0
S00178048,80,26.0,38.0,1.0,8.0,7.0
S00178049,85,29.0,36.0,0.0,9.0,11.0
S00178050,75,28.0,36.0,3.0,5.0,3.0
S00178051,126,40.0,68.0,2.0,9.0,5.0
S00178052,136,60.0,44.0,6.0,12.0,11.0
S00178053,82,33.0,30.0,1.0,9.0,10.0
S00178054,56,15.0,28.0,0.0,6.0,8.0
S00178055,85,43.0,19.0,6.0,14.0,7.0
S00178056,160,69.0,56.0,11.0,14.0,9.0
S00178057,92,31.0,43.0,2.0,11.0,8.0
S00178058,62,33.0,16.0,2.0,9.0,3.0
S00178059,82,17.0,45.0,2.0,4.0,8.0
S00178060,69,20.0,36.0,2.0,1.0,4.0
S00178061,141,65.0,60.0,3.0,8.0,6.0
S00178062,80,31.0,41.0,1.0,4.0,4.0
S00178063,167,53.0,89.0,3.0,11.0,11.0
S00178064,112,39.0,53.0,4.0,8.0,1.0
S00178065,78,26.0,22.0,5.0,9.0,10.0
S00178066,81,37.0,21.0,2.0,13.0,8.0
S00178067,76,29.0,26.0,1.0,13.0,9.0
S00178068,89,27.0,34.0,4.0,15.0,9.0
S00178069,106,34.0,43.0,6.0,15.0,9.0
S00178070,83,38.0,38.0,4.0,2.0,5.0
S00178071,89,35.0,50.0,0.0,3.0,1.0
S00178072,137,63.0,55.0,2.0,8.0,8.0
S00178073,113,42.0,40.0,9.0,14.0,9.0
S00178074,103,48.0,42.0,4.0,5.0,1.0
S00178075,138,64.0,44.0,2.0,14.0,10.0
S00178076,71,26.0,23.0,3.0,14.0,5.0
S00178077,85,33.0,39.0,4.0,3.0,6.0
S00178078,71,33.0,17.0,3.0,11.0,7.0
S00178079,136,64.0,41.0,5.0,16.0,10.0
S00178080,89,20.0,56.0,0.0,5.0,8.0
S00178081,80,30.0,34.0,1.0,15.0,4.0
S00178082,89,20.0,47.0,2.0,12.0,10.0
S00178083,113,46.0,39.0,2.0,12.0,14.0
S00178084,112,16.0,74.0,2.0,7.0,9.0
S00178085,84,30.0,38.0,4.0,7.0,5.0
S00178086,74,31.0,27.0,1.0,8.0,4.0
S00178087,104,39.0,46.0,1.0,6.0,6.0
S00178088,65,23.0,38.0,2.0,4.0,2.0
S00178089,89,18.0,62.0,0.0,3.0,4.0
S00178090,90,21.0,47.0,1.0,10.0,7.0
S00178091,90,25.0,49.0,0.0,11.0,7.0
S00178092,134,63.0,45.0,3.0,12.0,13.0
S00178093,91,49.0,25.0,4.0,13.0,5.0
S00178094,119,65.0,30.0,3.0,17.0,1.0
S00178095,71,24.0,32.0,4.0,7.0,4.0
S00178096,74,12.0,47.0,1.0,6.0,6.0
S00178097,58,17.0,28.0,3.0,0.0,6.0
S00178098,75,17.0,44.0,3.0,4.0,8.0
S00178099,98,26.0,64.0,0.0,1.0,7.0
S00178100,86,36.0,49.0,0.0,0.0,1.0
S00178101,82,23.0,52.0,7.0,1.0,0.0
S00178102,83,17.0,55.0,0.0,8.0,2.0
S00178103,182,47.0,114.0,6.0,10.0,6.0
S00178104,56,23.0,19.0,1.0,7.0,5.0
S00178105,94,30.0,41.0,0.0,10.0,8.0
S00178106,108,40.0,46.0,3.0,11.0,10.0
S00178107,61,23.0,19.0,4.0,8.0,7.0
S00178108,92,14.0,62.0,1.0,2.0,12.0
S00178109,160,69.0,77.0,3.0,5.0,6.0
S00178110,79,7.0,50.0,2.0,3.0,13.0
S00178111,81,9.0,53.0,1.0,8.0,7.0
S00178112,91,29.0,51.0,0.0,6.0,5.0
S00178113,163,54.0,86.0,4.0,17.0,4.0
S00178114,75,26.0,33.0,3.0,10.0,10.0
S00178115,91,41.0,30.0,2.0,10.0,6.0
S00178116,97,28.0,56.0,2.0,3.0,7.0
S00178117,76,17.0,40.0,2.0,5.0,12.0
S00178118,44,25.0,6.0,3.0,8.0,3.0
S00178119,81,27.0,42.0,0.0,5.0,6.0
S00178120,111,33.0,51.0,5.0,13.0,9.0
S00178121,77,31.0,31.0,1.0,12.0,0.0
S00178122,89,33.0,43.0,1.0,8.0,3.0
S00178123,94,21.0,64.0,0.0,3.0,6.0
S00178124,101,17.0,72.0,0.0,5.0,11.0
S00178125,74,22.0,42.0,6.0,4.0,4.0
S00178126,68,29.0,12.0,3.0,11.0,10.0
S00178127,95,23.0,74.0,3.0,0.0,0.0
S00178128,81,35.0,33.0,1.0,5.0,7.0
S00178129,83,36.0,33.0,6.0,5.0,5.0
S00178130,133,18.0,91.0,2.0,6.0,13.0
S00178131,59,25.0,15.0,3.0,11.0,3.0
S00178132,74,35.0,30.0,2.0,2.0,5.0
S00178133,238,60.0,173.0,0.0,4.0,1.0
S00178134,113,46.0,56.0,2.0,6.0,4.0
S00178135,109,48.0,38.0,2.0,10.0,11.0
S00178136,92,23.0,56.0,2.0,9.0,2.0
S00178137,69,16.0,50.0,2.0,0.0,1.0
S00178138,60,20.0,29.0,1.0,2.0,5.0
S00178139,75,24.0,40.0,2.0,6.0,3.0
S00178140,155,44.0,100.0,5.0,2.0,4.0
S00178141,81,29.0,38.0,0.0,5.0,5.0
S00178142,78,27.0,34.0,3.0,5.0,9.0
S00178143,69,15.0,41.0,2.0,7.0,0.0
S00178144,69,25.0,35.0,1.0,8.0,0.0
S00178145,114,33.0,64.0,1.0,15.0,1.0
S00178146,122,31.0,76.0,1.0,3.0,8.0
S00178147,154,53.0,81.0,5.0,8.0,7.0
S00178148,168,47.0,101.0,0.0,12.0,8.0
S00178149,108,25.0,73.0,2.0,3.0,5.0
S00178150,83,13.0,66.0,0.0,0.0,4.0
S00178151,154,35.0,97.0,1.0,7.0,12.0
S00178152,152,29.0,105.0,3.0,4.0,11.0
S00178153,75,27.0,29.0,0.0,7.0,11.0
S00178154,53,11.0,33.0,0.0,1.0,8.0
S00178155,134,32.0,79.0,0.0,11.0,12.0
S00178156,102,23.0,66.0,1.0,6.0,8.0
S00178157,124,29.0,80.0,7.0,8.0,3.0
S00178158,51,8.0,32.0,3.0,2.0,6.0
S00178159,113,41.0,49.0,5.0,12.0,6.0
S00178160,59,21.0,26.0,0.0,4.0,5.0
S00178161,109,55.0,46.0,0.0,5.0,4.0
S00178162,97,33.0,42.0,6.0,13.0,4.0
S00178163,76,38.0,22.0,0.0,6.0,5.0
S00178164,108,41.0,52.0,2.0,5.0,6.0
S00178165,133,46.0,74.0,5.0,4.0,4.0
S00178166,74,21.0,40.0,4.0,6.0,4.0
S00178167,115,54.0,43.0,2.0,9.0,11.0
S00178168,138,47.0,84.0,5.0,1.0,7.0
S00178169,81,31.0,39.0,0.0,7.0,4.0
S00178170,135,43.0,76.0,2.0,9.0,2.0
S00178171,197,46.0,109.0,0.0,11.0,30.0
S00178172,118,28.0,70.0,0.0,11.0,9.0
S00178173,132,41.0,74.0,5.0,9.0,3.0
S00178174,147,35.0,93.0,3.0,5.0,13.0
S00178175,59,16.0,28.0,3.0,9.0,7.0
S00178176,104,26.0,60.0,4.0,10.0,6.0
S00178177,99,24.0,70.0,1.0,2.0,0.0
S00178178,73,36.0,27.0,0.0,8.0,6.0
S00178179,98,31.0,44.0,3.0,9.0,11.0
S00178180,109,32.0,66.0,0.0,10.0,2.0
S00178181,71,26.0,32.0,3.0,2.0,4.0
S00178182,71,28.0,25.0,3.0,8.0,9.0
S00178183,164,38.0,52.0,2.0,21.0,52.0
S00178184,128,61.0,41.0,2.0,16.0,3.0
S00178185,80,17.0,47.0,4.0,2.0,8.0
S00178186,60,11.0,36.0,0.0,6.0,7.0
S00178187,126,46.0,47.0,1.0,17.0,11.0
S00178188,94,24.0,40.0,2.0,15.0,13.0
S00178189,83,29.0,36.0,8.0,5.0,8.0
S00178190,51,17.0,23.0,4.0,5.0,3.0
S00178191,82,24.0,40.0,2.0,6.0,6.0
S00178192,119,28.0,76.0,2.0,5.0,8.0
S00178193,76,32.0,30.0,0.0,6.0,8.0
S00178194,151,29.0,104.0,3.0,6.0,7.0
S00178195,91,22.0,46.0,1.0,11.0,11.0
S00178196,100,30.0,46.0,2.0,6.0,17.0
S00178197,105,24.0,73.0,1.0,6.0,6.0
S00178198,73,25.0,27.0,4.0,4.0,3.0
S00178199,85,30.0,21.0,5.0,18.0,6.0
S00178200,53,13.0,32.0,2.0,1.0,4.0
S00178201,85,14.0,58.0,2.0,0.0,9.0
S00178202,75,28.0,33.0,4.0,9.0,1.0
S00178203,158,37.0,102.0,0.0,6.0,16.0
S00178204,93,24.0,63.0,2.0,3.0,4.0
S00178205,188,126.0,41.0,8.0,10.0,4.0
S00178206,88,20.0,41.0,0.0,9.0,12.0
S00178207,74,23.0,35.0,2.0,5.0,9.0
S00178208,119,44.0,57.0,2.0,12.0,4.0
S00178209,67,17.0,36.0,3.0,6.0,5.0
S00178210,67,28.0,26.0,1.0,9.0,3.0
S00178211,68,25.0,26.0,0.0,9.0,7.0
S00178212,112,24.0,80.0,3.0,3.0,2.0
S00178213,102,31.0,55.0,3.0,8.0,4.0
S00178214,128,31.0,83.0,0.0,7.0,9.0
S00178215,87,33.0,44.0,3.0,5.0,6.0
S00178216,109,31.0,52.0,2.0,20.0,8.0
S00178217,119,29.0,54.0,4.0,9.0,25.0
S00178218,131,28.0,80.0,5.0,5.0,15.0
S00178219,129,54.0,52.0,5.0,11.0,7.0
S00178220,86,37.0,22.0,7.0,10.0,12.0
S00178221,76,11.0,43.0,5.0,7.0,10.0
S00178222,121,21.0,72.0,0.0,12.0,14.0
S00178223,99,31.0,56.0,0.0,6.0,6.0
S00178224,121,40.0,75.0,1.0,3.0,0.0
S00178225,88,36.0,36.0,3.0,9.0,9.0
S00178226,147,36.0,86.0,1.0,9.0,13.0
S00178227,74,17.0,39.0,2.0,6.0,8.0
S00178228,120,41.0,56.0,0.0,17.0,10.0
S00178229,93,39.0,33.0,0.0,11.0,10.0
S00178230,117,37.0,65.0,6.0,6.0,9.0
S00178231,116,36.0,47.0,2.0,20.0,10.0
S00178232,64,17.0,8.0,3.0,15.0,23.0
S00178233,110,61.0,36.0,2.0,5.0,4.0
S00178234,152,58.0,68.0,3.0,7.0,13.0
S00178235,97,32.0,52.0,0.0,7.0,5.0
S00178236,79,29.0,30.0,4.0,14.0,2.0
S00178237,124,36.0,63.0,5.0,9.0,11.0
S00178238,87,38.0,27.0,4.0,10.0,8.0
S00178239,78,40.0,19.0,0.0,14.0,5.0
S00178240,76,19.0,48.0,1.0,5.0,1.0
S00178241,130,29.0,86.0,3.0,11.0,1.0
S00178242,91,23.0,46.0,5.0,7.0,10.0
S00178243,100,32.0,45.0,8.0,10.0,3.0
S00178244,115,31.0,70.0,1.0,9.0,3.0
S00178245,94,46.0,35.0,6.0,6.0,1.0
S00178246,75,32.0,27.0,2.0,10.0,4.0
S00178247,144,59.0,66.0,1.0,10.0,9.0
S00178248,136,53.0,70.0,3.0,7.0,3.0
S00178249,174,62.0,90.0,2.0,15.0,3.0
S00178250,138,44.0,74.0,4.0,8.0,8.0
S00178251,101,49.0,35.0,4.0,7.0,8.0
S00178252,73,21.0,38.0,2.0,9.0,4.0
S00178253,87,12.0,64.0,0.0,2.0,5.0
S00178254,74,25.0,27.0,2.0,12.0,4.0
S00178255,134,43.0,66.0,2.0,19.0,8.0
S00178256,89,42.0,37.0,0.0,6.0,3.0
S00178257,78,29.0,32.0,5.0,6.0,8.0
S00178258,74,20.0,35.0,2.0,10.0,7.0
S00178259,148,66.0,58.0,6.0,14.0,8.0
S00178260,89,23.0,54.0,0.0,7.0,4.0
S00178261,154,52.0,87.0,2.0,2.0,11.0
S00178262,131,25.0,90.0,0.0,9.0,11.0
S00178263,133,37.0,86.0,0.0,4.0,6.0
S00178264,96,38.0,50.0,0.0,6.0,2.0
S00178265,78,25.0,36.0,3.0,4.0,10.0
S00178266,56,19.0,28.0,3.0,4.0,2.0
S00178267,142,44.0,80.0,4.0,5.0,9.0
S00178268,108,43.0,56.0,1.0,3.0,5.0
S00178269,130,43.0,58.0,4.0,15.0,10.0
S00178270,87,15.0,67.0,0.0,5.0,1.0
S00178271,111,26.0,74.0,0.0,8.0,6.0
S00178272,95,32.0,36.0,7.0,11.0,9.0
S00178273,122,50.0,49.0,4.0,5.0,14.0
S00178274,107,31.0,57.0,2.0,7.0,11.0
S00178275,173,44.0,114.0,2.0,9.0,2.0
S00178276,120,24.0,88.0,2.0,6.0,0.0
S00178277,122,30.0,84.0,1.0,4.0,3.0
S00178278,101,23.0,67.0,0.0,7.0,4.0
S00178279,113,42.0,50.0,3.0,10.0,6.0
S00178280,102,28.0,59.0,0.0,6.0,8.0
S00178281,71,7.0,58.0,1.0,2.0,2.0
S00178282,124,27.0,78.0,2.0,7.0,10.0
S00178283,92,26.0,52.0,0.0,7.0,6.0
S00178284,103,54.0,33.0,9.0,8.0,4.0
S00178285,109,25.0,63.0,0.0,7.0,13.0
S00178286,109,18.0,78.0,0.0,1.0,10.0
S00178287,102,12.0,70.0,1.0,8.0,9.0
S00178288,90,23.0,44.0,3.0,7.0,10.0
S00178289,65,24.0,24.0,0.0,10.0,7.0
S00178290,74,23.0,25.0,4.0,10.0,8.0
S00178291,110,20.0,79.0,3.0,2.0,5.0
S00178292,118,29.0,68.0,4.0,9.0,5.0
S00178293,105,36.0,42.0,0.0,14.0,15.0
S00178294,73,12.0,47.0,1.0,4.0,9.0
S00178295,94,23.0,57.0,3.0,2.0,7.0
S00178296,108,36.0,58.0,2.0,10.0,1.0
S00178297,86,25.0,48.0,0.0,8.0,8.0
S00178298,154,41.0,90.0,6.0,10.0,7.0
S00178299,85,27.0,46.0,3.0,7.0,4.0
S00178300,74,14.0,41.0,2.0,5.0,10.0
S00178301,93,24.0,46.0,6.0,4.0,13.0
S00178302,94,23.0,49.0,2.0,13.0,6.0
S00178303,55,20.0,21.0,3.0,1.0,8.0
S00178304,114,28.0,79.0,0.0,5.0,0.0
S00178305,63,8.0,38.0,1.0,9.0,3.0
S00178306,180,48.0,116.0,2.0,3.0,11.0
S00178307,96,29.0,39.0,3.0,11.0,12.0
S00178308,66,22.0,24.0,4.0,8.0,7.0
S00178309,125,37.0,59.0,4.0,12.0,14.0
S00178310,128,31.0,68.0,4.0,12.0,8.0
S00178311,131,27.0,91.0,1.0,5.0,7.0
S00178312,89,39.0,16.0,7.0,14.0,16.0
S00178313,137,16.0,101.0,1.0,5.0,14.0
S00178314,100,20.0,76.0,0.0,4.0,2.0
S00178315,133,40.0,82.0,0.0,10.0,6.0
S00178316,87,9.0,76.0,0.0,3.0,0.0
S00178317,64,32.0,13.0,2.0,20.0,6.0
S00178318,71,7.0,49.0,1.0,6.0,7.0
S00178319,112,18.0,88.0,2.0,2.0,1.0
S00178320,127,34.0,72.0,1.0,0.0,14.0
S00178321,81,15.0,56.0,0.0,3.0,9.0
S00178322,81,9.0,57.0,0.0,4.0,12.0
S00178323,86,19.0,56.0,0.0,9.0,2.0
S00178324,96,22.0,63.0,0.0,2.0,7.0
S00178325,76,15.0,46.0,1.0,6.0,2.0
S00178326,67,32.0,20.0,5.0,9.0,2.0
S00178327,80,11.0,57.0,0.0,3.0,9.0
S00178328,150,36.0,96.0,1.0,8.0,8.0
S00178329,113,30.0,70.0,1.0,10.0,2.0
S00178330,115,15.0,90.0,1.0,3.0,9.0
S00178331,82,18.0,44.0,2.0,8.0,10.0
S00178332,122,24.0,92.0,2.0,4.0,3.0
S00178333,120,33.0,86.0,1.0,3.0,1.0
S00178334,117,41.0,55.0,5.0,14.0,1.0
S00178335,85,21.0,44.0,2.0,6.0,6.0
S00178336,72,27.0,26.0,2.0,13.0,4.0
S00178337,91,46.0,22.0,4.0,14.0,5.0
S00178338,122,49.0,46.0,2.0,17.0,8.0
S00178339,69,41.0,13.0,5.0,6.0,4.0
S00178340,71,13.0,44.0,1.0,4.0,13.0
S00178341,156,40.0,90.0,3.0,13.0,10.0
S00178342,99,33.0,48.0,3.0,8.0,6.0
S00178343,135,23.0,101.0,1.0,6.0,2.0
S00178344,149,34.0,83.0,0.0,8.0,22.0
S00178345,69,24.0,29.0,1.0,12.0,3.0
S00178346,144,31.0,98.0,3.0,2.0,6.0
S00178347,88,50.0,14.0,8.0,8.0,6.0
S00178348,59,18.0,26.0,0.0,7.0,6.0
S00178349,68,16.0,39.0,0.0,4.0,9.0
S00178350,116,31.0,66.0,3.0,9.0,7.0
S00178351,91,21.0,57.0,3.0,3.0,7.0
S00178352,128,30.0,84.0,3.0,7.0,4.0
S00178353,199,42.0,94.0,0.0,18.0,49.0
S00178354,97,16.0,69.0,1.0,2.0,8.0
S00178355,134,38.0,77.0,6.0,9.0,6.0
S00178356,124,31.0,67.0,6.0,8.0,10.0
S00178357,70,16.0,42.0,0.0,6.0,6.0
S00178358,141,37.0,84.0,0.0,13.0,7.0
S00178359,115,29.0,78.0,3.0,5.0,1.0
S00178360,97,37.0,47.0,2.0,10.0,4.0
S00178361,82,16.0,53.0,1.0,3.0,5.0
S00178362,85,33.0,36.0,5.0,9.0,2.0
S00178363,98,33.0,50.0,3.0,14.0,5.0
S00178364,91,14.0,53.0,6.0,5.0,6.0
S00178365,147,39.0,82.0,3.0,14.0,9.0
S00178366,77,39.0,25.0,0.0,11.0,2.0
S00178367,97,41.0,33.0,4.0,7.0,12.0
S00178368,81,30.0,32.0,4.0,10.0,7.0
S00178369,101,32.0,57.0,0.0,8.0,8.0
S00178370,71,32.0,22.0,4.0,9.0,3.0
S00178371,74,26.0,40.0,1.0,3.0,3.0
S00178372,105,23.0,78.0,0.0,3.0,5.0
S00178373,91,23.0,52.0,1.0,9.0,6.0
S00178374,60,21.0,32.0,3.0,2.0,2.0
S00178375,84,13.0,49.0,1.0,10.0,13.0
S00178376,88,25.0,52.0,1.0,6.0,2.0
S00178377,116,46.0,37.0,2.0,15.0,16.0
S00178378,74,28.0,36.0,2.0,7.0,0.0
S00178379,77,32.0,28.0,4.0,10.0,0.0
S00178380,116,27.0,73.0,4.0,8.0,4.0
S00178381,86,19.0,41.0,7.0,10.0,10.0
S00178382,110,44.0,45.0,8.0,8.0,5.0
S00178383,72,35.0,17.0,3.0,11.0,4.0
S00178384,87,18.0,43.0,5.0,10.0,4.0
S00178385,110,17.0,82.0,0.0,2.0,8.0
S00178386,63,23.0,23.0,2.0,10.0,6.0
S00178387,66,26.0,24.0,2.0,7.0,8.0
S00178388,73,39.0,25.0,2.0,0.0,5.0
S00178389,146,25.0,96.0,3.0,8.0,15.0
S00178390,63,13.0,34.0,0.0,10.0,4.0
